Index,Label,EU_English,US_English,EU_French,US_French,EU_German,EU_Italian,EU_Spanish,US_Spanish,JP_Japanese,KR_Korean,Turkish,Status,Notes
1336,InteriorInfo15600,"This table from the future
is rumoured to make food
automatically!","This table from the future
is rumored to make food
automatically!","Cette table futuriste aurait le
pouvoir de faire apparaître de la
nourriture. Ahhh... la technologie !","Il paraît que cette table du
futur fabrique ses propres
petits plats sur demande!","Angeblich kann dieser
futuristische Tisch selbst
Essen zubereiten!","Il tavolo del futuro. Si dice
che prepari da mangiare
automaticamente!","Dicen que esta mesa proveniente
del futuro prepara y sirve los platos
más deliciosos del universo.","Personalmente, ¡creo que solo
me emocionaré cuando las
mesas me preparen la comida!","たべたいものが　じどうで　でてくる
みらいの　べんりテーブル","먹고 싶은 음식이 자동으로
나와서 편리한 미래형 테이블.","Gelecekten gelen bu masanın
yiyeceği otomatik hazırladığı
söyleniyor!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1337,InteriorInfo15700,"Ever feel like you're
inside a computer? Then
this is the rug for you. ","Ever feel like you're
inside a computer? Then
this is the rug for you. ","Ce tapis devrait vous mettre la
puce informatique à l'oreille...
Adoptez-le sans attendre !","Aimeriez-vous savoir comment on
se sent à l'intérieur d'un ordinateur?
Ce tapis est pour vous.","Gefällt dir die Vorstellung,
in einem Computer zu leben?
Dann ist das DEIN Teppich.","Dedicato a tutti coloro che
masticano terabyte a
colazione!","¡La predilecta de los amantes de
la informática! ¿Qué se sentirá al
descansar sobre tantos circuitos?","Si quieres saber qué se siente
dentro de una computadora,
¡esta alfombra es para ti!","でんしかいろに　はいりこんだ　
きぶんになれる　じゅうたん","전자 회로 안에 들어 있는
기분을 느끼게 해 주는 러그.","Hiç kendini bilgisayarın içinde
gibi hissetmek istedin mi?
O hâlde bu halı sana göre.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1338,InteriorInfo15800,"These are replicas of real
astronaut food! Space chefs
must be really dry people.","These are replicas of real
astronaut food! Space chefs
must be really dry people.","Voici ce que les astronautes
avalent quand ils partent en
mission dans l'espace. Hmm !","Voici une réplique de la nourriture
que mangent les astronautes. Qui
est le chef cuisinier?","Nachbildungen von echtem
Astronautenessen - nicht
jedermanns Geschmack...","Riproduzioni fedeli di ciò
che mangiano i veri
astronauti! Poveri loro...","Es una réplica del alimento que
toman los astronautas durante las
misiones espaciales. ","Son réplicas de comida
auténtica de astronauta.
¿Quién será el chef espacial?","うちゅうひこうしの　きぶんをあじわえる
たべもの","우주 비행사가 된 기분을
느낄 수 있는 음식.","Bunlar gerçek astronot yemeklerinin
kopyaları! Uzay aşçıları
epey kuru insanlar olsa gerek.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1339,InteriorInfo15900,"This lollipop is imbued with
the power of stars. It has
a very intense flavour.","This candy is imbued with
the power of stars. It has
an extremely intense flavor.","Cette sucrerie renferme le
pouvoir des étoiles ! En plus,
elle a un goût délicieux !","Ce bonbon est imprégné
du pouvoir des étoiles. Il
a une saveur très intense.","In diesem Lolli steckt die
Macht der Sterne - deshalb
der intensive Geschmack.","Ha un sapore strano... Direi
che sa di stella, anche se
non ne ho mai assaggiate!","Esta piruleta está imbuida con el
poder de las estrellas... ¡y además
es comestible!","Este dulce tiene el poder
de las estrellas... ¡Tiene
un sabor muy intenso!",ほしのパワーが　こめられた　キャンディー,별의 파워가 담긴 사탕.,"Bu lolipop yıldızların gücüyle
dolu. Tadı çok
yoğun.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1340,InteriorInfo16000,"This window shows
you what it looks like
outside...in the future! ","This window shows
you what it looks like
outside...in the future! ","À travers ce hublot,
vous pouvez voir à quoi
ressemblera le futur !","Cette fenêtre vous montre ce 
qui se passe dehors... dans
le futur!","Dieses Fenster zeigt dir,
wie es draußen aussieht...
in der Zukunft!","Ti permetterà di aprire una
finestra sul futuro...
davvero!","Ahora podrás abrir una ventana
al futuro... ¡literalmente!","Esta ventana te muestra
lo que verás en la calle...
¡en el futuro!","みらいのせかいが　みえる
ふしぎな　まど","미래 세계가 보이는
신기한 창.","Bu pencere dışarının gelecekte
nasıl göründüğünü
gösterir!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1341,InteriorInfo16100,"These mysterious doughnuts
certainly smell like they're
out of this world! ","These mysterious donuts
sure smell like they're
out of this world! ","Ces mystérieux beignets viennent
à coup sûr d'un autre monde !","Le sentez-vous? Il paraît
que ces beignes mystérieux
viennent d'une autre planète!","Diese merkwürdigen Donuts
riechen, als wären sie aus
einer anderen Welt...","Queste misteriose ciambelle
hanno un sapore delizioso.
Roba dell'altro mondo!","Estas rosquillas tienen un sabor
de otro mundo. No en vano, son
las más populares en Saturno.","Estas rosquillas tienen un
misterioso sabor espacial...
¿Será por las estrellas?","ひとくち　かじるごとに
うちゅうをかんじる　ふしぎな　ドーナツ","한 입 베어 물 때마다
우주가 느껴지는 신기한 도넛.","Bu gizemli donutlar kesinlikle
bu dünyadan değilmiş
gibi kokuyor!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1342,InteriorInfo16200,"This table has a nice
apple scent. Beware if
you're allergic! ","This table has a nice
apple scent. Beware if
you're allergic! ","Cette table dégage une
douce odeur de pomme.
On en mangerait !","Cette table a une agréable
odeur de pommes. J'espère
que vous l'aimerez?","Dieser Tisch duftet nach
Äpfeln. Hoffentlich bist du
nicht allergisch.","Un tavolo che profuma di
mela, anche fuori stagione!","Esta mesa desprende un suave
aroma a manzana fresca. ¡No es
apta para alérgicos a la fruta!","Esta mesa tiene un aroma
suave a manzana. ¡Espero
que no tengas alergia!",りんごの　いいかおりがする　テーブル,상큼한 사과 향기가 나는 테이블.,"Bu masa hoş bir elma kokusuna
sahip. Alerjin varsa
dikkat!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1343,InteriorInfo16300,"These pancakes are
piled dangerously, and
deliciously, high. ","These pancakes are
piled dangerously, and
deliciously, high. ","Cette pile de pancakes n'est
pas très stable... mais quelle
odeur appétissante !","Ces crêpes sont empilées
dangereusement et semblent
délicieuses, vues de haut. ","Wie diese Pfannkuchen
gestapelt sind, sieht lecker
aus - und etwas wackelig.","Questa pila di pancake
potrebbe cadere a momenti.
Meglio mangiarla!","Estas deliciosas tortitas están
cubiertas de miel. ¿No te recuerda
su forma a cierta torre italiana?","Estos panqueques están
preparados en una montañita
peligrosa y deliciosa.","たくさんかさねた
ふわふわの　ホットケーキ","위로 차곡차곡 쌓아 올린
폭신폭신한 핫케이크.","Bu pankekler tehlikeli ve
lezzetli derecede
yükseğe yığılmış.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1344,InteriorInfo16400,"This fizzy drink looks like
it's filled with flavours!
Try displaying it on a table.","This bubbly soda looks
like it's filled with flavors!
Try displaying it on a table.","Cette limonade regorge d'arômes
variés et délicieux !","Cette boisson gazeuse semble
remplie de saveurs! Peut-on
en mettre sur la table?","Dieses Getränk schäumt
geradezu über vor diversen
Geschmacksrichtungen.","Basta osservare tutte quelle
bollicine per sentirsi gonfi.
Ne vuoi un po' anche tu?","Preparado a base de nubes
exprimidas 100% naturales.
¡No te lo bebas de un trago!","¡Este refresco parece estar
lleno de sabor! ¡Tanto que se
sale de la copa!",くちのなかで　あわがはじける　ソーダ,입 안에서 탄산 방울이 터지는 소다.,"Bu gazlı içecek lezzetlerle dolu
gibi görünüyor! Masanın
üzerinde sergilemeyi dene.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1345,InteriorInfo16500,"This luxurious robe is
amazingly comfy, even
if it is a little big. ","This luxurious robe is
amazingly comfy, even
if it is a little big. ","Cette superbe tenue est
vraiment confortable, même
si elle est un peu grande.","Cet habit luxueux est très
confortable, même s'il
est un peu trop grand.","König Dededes luxuriöses
Gewand mag etwas groß
sein, aber es ist bequem.","Un mantello sontuoso e
comodissimo. Peccato che
non sia della mia taglia!","Esta suntuosa túnica es
sorprendentemente cómoda,
¡aunque su talla es enorme!","Este abrigo parece muy
cómodo, aunque sea un
poco grande.","とても　きごこちのいい
とくせいの　ガウン","좋은 천으로 만들어 놀랍도록
부드러운 특별 제작 가운.","Bu lüks cübbe biraz büyük
olsa da inanılmaz derecede
rahat.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1346,InteriorInfo16600,"This is an ice cream sculpture
from another tropical
paradise I have yet to visit...","This is an ice-cream sculpture
from another tropical
paradise I have yet to visit...","Cette coupe glacée vient
d'une île tropicale. Hmm...
le sable et les cocotiers !","Cette sculpture glacée
vient d'un paradis tropical.
Elle semble délicieuse!","Eine sehr tropisch
anmutende Eisskulptur.","In realtà è una scultura
proveniente da un'isola
tropicale che non conosco.","En realidad es una tradicional
estatuilla de un paraíso tropical al
que me gustaría ir de vacaciones.","Seguro que este helado de
peluche proviene de otro
paraíso que no he visitado...","ココナッツの　やさしいあまさが
くちいっぱいに　ひろがる　アイス","코코넛의 부드러운 단맛이
입 전체에 퍼지는 아이스크림.","Bu, henüz ziyaret etmediğim başka
bir tropik cennetten gelen
dondurma heykeli...",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1347,InteriorInfo16700,"Putting on this mask gives one
a sense of mystery...and a
sense of sitting in the dark.","Putting on this mask gives one
a sense of mystery...and a
sense of sitting in the dark.","Ce masque vous enveloppera
de mystère... mais vous ne
verrez plus grand-chose.","Le port de ce masque
peut donner un petit
air mystérieux.","Ein Helm, der geheimnisvoll
aussieht, aber dich selbst
fast nichts sehen lässt.","Questo elmo ti avvolgerà
nel mistero... e nel buio.","¡Ponte este yelmo y conviértete
en Meta Knight por un día! Aunque
lo mismo no se ve ni torta...","Esta máscara te dará una
sensación de misterio. Y
casi no verás nada con ella...","メタナイトきぶんが　あじわえる
カッコイイ　かめん","메타 나이트가 된 듯한 기분을
느낄 수 있는 멋있는 가면.","Bu maskeyi takınca insana hem
gizem... hem de karanlıkta
oturma hissi geliyor.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1348,InteriorInfo80000,Buttonbee made of Fuse Beads.,Buttonbee made of Fuse Beads.,"Un Boutonbeille fait
de perles à repasser.","Un Boutonbeille fait
de perles à repasser.","Eine Knopfbiene aus
Bügelperlen.","Una Bottovespa fatta
di perline.","Figura de Botón abeja hecha
con cuentas que has reunido.","Un Abejobotón hecho de
las cuentas que recogiste.","あつめた　アイロンビーズで　つくった
ブンブン",모은 컬러 비즈로 만든 붕붕.,Ütü boncuklarından Buttonbee.,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1349,InteriorInfo80100,Jelly Jr. made of Fuse Beads.,Jelly Jr. made of Fuse Beads.,"Une Méduselinette faite
de perles à repasser.","Une Méduselinette faite
de perles à repasser.","Ein Quallektrinchen aus
Bügelperlen.","Una Medusina fatta
di perline.","Figura de Medusa Jr. hecha
con cuentas que has reunido.","Una Medusina hecha de las
cuentas que recogiste.","あつめた　アイロンビーズで　つくった
クララゲ",모은 컬러 비즈로 만든 해파.,Ütü boncuklarından Jelly Jr.,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1350,InteriorInfo80200,Shelby made of Fuse Beads.,Shelby made of Fuse Beads.,"Une Margot faite de
perles à repasser.","Un Margot fait de
perles à repasser.","Eine Kriechone aus
Bügelperlen.","Una Filumaca fatta
di perline.","Figura de Caracolio hecha
con cuentas que has reunido.","Un Conchito hecho de las
cuentas que recogiste.","あつめた　アイロンビーズで　つくった
デンデン",모은 컬러 비즈로 만든 달팽.,Ütü boncuklarından Shelby.,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1351,InteriorInfo80300,Uniclod made of Fuse Beads.,Uniclod made of Fuse Beads.,"Un Uniclaude fait de
perles à repasser.","Un Uniclaude fait de
perles à repasser.","Ein Spießklop aus
Bügelperlen.","Un Cornozotico fatto
di perline.","Figura de Ciclopica hecha
con cuentas que has reunido.","Un Ciclopiquín hecho de
las cuentas que recogiste.","あつめた　アイロンビーズで　つくった
サスゾー",모은 컬러 비즈로 만든 뿔눈깨비.,Ütü boncuklarından Uniclod.,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1352,InteriorInfo80400,"Parasol Waddle Dee made of
Fuse Beads.","Parasol Waddle Dee made of
Fuse Beads.","Un Waddle Dee Parasol
fait de perles à repasser.","Un Waddle Dee Parasol
fait de perles à repasser.","Ein Schirmi Waddle Dee
aus Bügelperlen.","Un Waddle Dee Parasole fatto
di perline.","Figura de Waddle Dee Sombrilla
hecha con cuentas que has
reunido.","Un Waddle Dee sombrilla hecho
de las cuentas que recogiste.","あつめた　アイロンビーズで　つくった
パラソルワドルディ","모은 컬러 비즈로 만든
파라솔 웨이들 디.","Ütü Boncuklarından yapılmış
Şemsiyeli Waddle Dee.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1353,InteriorInfo80500,"Truck Monster made of
Fuse Beads.","Truck Monster made of
Fuse Beads.","Un Bolide Caïd fait
de perles à repasser.","Un Bolide Caïd fait
de perles à repasser.","Ein Bolidomonster aus
Bügelperlen.","Un Bolide filante fatto
di perline.","Figura de Monstruoterreno
hecha con cuentas que has
reunido.","Un Bolidostil hecho de las
cuentas que recogiste.","あつめた　アイロンビーズで　つくった
ライバルカー",모은 컬러 비즈로 만든 라이벌버기.,"Ütü Boncuklarından
yapılmış Kamyon
Canavarı.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
