index,key,F,G,I,S,U,TR
837,MID_DLC_コンテンツ購入,Acheter cartes,Karten kaufen,Compra mappe,Adquirir mapas,Purchase Maps,Harita Satın Al
838,MID_DLC_終了,Quitter,Verlassen,Esci,Salir,Exit,Çıkış
839,MID_DLC_店員,Anna,Anna,Anna,Anna,Anna,Anna
840,MID_DLC_あいさつ,"Bienvenue au portail du Multivers.
Voulez-vous visiter un autre monde ?","Dies ist das Dimensionstor.
Eine andere Welt besuchen?","Questo è il portale Altrotempo.
Vuoi visitare un altro mondo?","Este es el portal dimensional.
¿Quieres visitar otro mundo?","Welcome to the Outrealm Gate.
Care to visit another world?","Öte Âlem Kapısı’na hoş geldin. Başka
bir dünyayı ziyaret etmek ister misin?"
841,MID_DLC_ガイド,"Allez au portail du Multivers
pour acheter (et jouer sur)
des cartes additionnelles.","Verwende das Dimensionstor,
um neue herunterladbare Karten
zu kaufen und zu spielen.","Usa il portale Altrotempo
per acquistare e caricare
mappe aggiuntive.","Visita el portal dimensional para
comprar mapas adicionales
y jugar en ellos.","Use the Outrealm Gate
to purchase and play
downloadable maps.","İndirilebilir haritaları satın almak ve
oynamak için Öte Âlem Kapısı’nı kullan."
842,MID_DLC_異伝,Uchr.,AW.,Cr.,Ep.,OT,Diğ
843,MID_DLC_章,,,,,,
844,MID_DLC_マップ,Carte,Karte,Mappa,Mapa,Map,Harita
845,MID_DLC_最短記録,Record,Bilanz,Record,Récord,Record,Kayıt
846,MID_DLC_ターン,Tours,Züge:,Turni:,Turno,Turns:,Turlar:
847,MID_DLC_ターン記録なし,――,--,――,――,――,――
848,MID_DLC_ダウンロード,Contenu téléchargeable,DLC,Contenuti aggiuntivi,Contenido adicional,DLC,DLC
849,MID_所属_無し,-,Nichts,-,Nada,None,Yok
850,MID_所属_暗黒竜,Shadow Dragon,Shadow Dragon,Shadow Dragon,Shadow Dragon,Shadow Dragon,Shadow Dragon
851,MID_所属_外伝,Gaiden (JP),Gaiden (JP),Gaiden (JP),Gaiden (JP),Gaiden (JP),Gaiden (JP)
852,MID_所属_紋章,Mystery of the Emblem (JP),Mystery of the Emblem (JP),Mystery of the Emblem (JP),Mystery of the Emblem (JP),Mystery of the Emblem (JP),Amblemin Gizemi (JP)
853,MID_所属_聖戦(親),Genealogy / Holy War: G1 (JP),Genealogy / Holy War: G1 (JP),Genealogy / Holy War: G1 (JP),Genealogy / Holy War: G1 (JP),Genealogy / Holy War: G1 (JP),Şecere / Kutsal Savaş: G1 (JP)
854,MID_所属_聖戦(子),Genealogy / Holy War: G2 (JP),Genealogy / Holy War: G2 (JP),Genealogy / Holy War: G2 (JP),Genealogy / Holy War: G2 (JP),Genealogy / Holy War: G2 (JP),Şecere / Kutsal Savaş: G2 (JP)
855,MID_所属_トラキア,Thracia 776 (JP),Thracia 776 (JP),Thracia 776 (JP),Thracia 776 (JP),Thracia 776 (JP),Thracia 776 (JP)
856,MID_所属_封印,Binding Blade (JP),Binding Blade (JP),Binding Blade (JP),Binding Blade (JP),Binding Blade (JP),Bağlama Bıçağı (JP)
857,MID_所属_烈火,Fire Emblem,Fire Emblem,Fire Emblem,Fire Emblem,Fire Emblem,Fire Emblem
858,MID_所属_聖魔,Sacred Stones,Sacred Stones,Sacred Stones,Sacred Stones,Sacred Stones,Sacred Stones
859,MID_所属_蒼炎,Path of Radiance,Path of Radiance,Path of Radiance,Path of Radiance,Path of Radiance,Path of Radiance
860,MID_所属_暁,Radiant Dawn,Radiant Dawn,Radiant Dawn,Radiant Dawn,Radiant Dawn,Radiant Dawn
861,MID_所属_他,Autres,Andere,Altro,Otro,Other,Diğer
862,MID_クリア_回想,"Les vidéos, les conversations de
soutien et la galerie ont été
débloquées dans le menu Extras.","Medien, Einheiten-Galerie und
Unterstützungen wurden unter
""Extras"" freigeschaltet.","Le opzioni Video, Galleria unità e
Sostegno sono ora disponibili nel
menu Extra.","Se han desbloqueado ""Vídeos"",
""Galería"" y ""Conversar""
en el menú Extras.","The Theatre, Unit Gallery, and
Support Log have been unlocked
in the Extras Menu.","Ekstralar Menüsü’nde Tiyatro, Birim
Galerisi ve Destek Günlüğü açıldı."
863,MID_クリア_曲選択,"La bande son « Champion » a été
débloquée pour les confrontations.","""Champion"" wurde zu den
Musikoptionen für Gefechte
hinzugefügt.","È stato aggiunto il brano musicale
""Campione"" all'opzione Colonna
sonora per le sfide.","Ya puedes elegir la melodía
""Campeón"" como música de
fondo para las escaramuzas.
Puedes elegirla en las opciones
de banda sonora.","""Champion"" has been added to the
Soundtrack option for Challenges.","Meydan okumalar için Müzik seçeneğine
""Şampiyon"" eklendi."
864,MID_クリア_ルナ＋,Difficulté Dément débloquée.,"Schwierigkeit Wahnsinn+
freigeschaltet.",Difficoltà Folle+ sbloccata.,"Ya está disponible el nivel
de dificultad ""Brutal"".",Lunatic+ difficulty unlocked.,Çılgın+ zorluğunun kilidi açıldı.
865,MID_クリア_名鑑,"Votre avatar a été ajouté au journal
et peut désormais être utilisé dans
d'autres fichiers de sauvegarde.","Dein Avatar wurde zum
Avatar-Logbuch hinzugefügt. Du
kannst diesen Avatar jetzt auch bei
anderen Speicherdateien nutzen.","Il tuo personaggio è stato aggiunto
al registro. Ora puoi usarlo in altri
file di salvataggio.","Se ha añadido tu avatar al registro.
Ya puedes usarlo en otros archivos
de guardado.","Your avatar has been added to
the Avatar Logbook. You can now
use this avatar in other save files.","Avatarın Kayıt Defteri’ne eklendi.
Artık bu avatarı diğer kayıt dosyalarında
kullanabilirsin."
866,MID_クリア_名声,"La renommée acquise en finissant
le jeu peut être réutilisée dans
une nouvelle partie. (Si vous avez
fini le jeu plusieurs fois, le score le
plus haut sera utilisé.)","Spielst du das Spiel durch, kannst
du deinen Ruf auf ein neues Spiel
übertragen. (Hast du das Spiel
mehr als ein Mal durchgespielt, wird
der höchste Wert verwendet.)","La fama guadagnata per aver finito
il gioco può essere trasferita in una
nuova partita. (Se hai completato
il gioco più volte, verrà utilizzato
il risultato migliore.)","Puedes transferir la fama que has
conseguido a una partida nueva.
(Si has completado el juego más de
una vez, se usará el valor más alto.)","Your Renown upon clearing the
game can be carried over into a
New Game. (If you have cleared
the game more than once, the
highest value will be used.)","Oyunu bitirdiğinde kazandığın Ün, Yeni
Oyuna aktarılabilir. (Birden fazla kez
bitirdiysen en yüksek değer kullanılır.)"
867,MID_Movie_Skip,Passer,Überspringen,Salta,Omitir,Skip,Atla
868,MID_エクストラ_ボイス,Doublage,Sprache,Lingua voci,Idioma de voces,Voice Language,Ses Dili
869,MID_H_エクストラ_ボイス,Alterner entre le japonais et l'anglais.,JP oder EN Sprachausgabe wählen.,Scegli tra giapponese e inglese.,Elegir entre voces en inglés o japonés.,Switch between Japanese and English voices.,Japonca ve İngilizce sesler arasında geç.
870,MID_VOSEL_J2E,"Les voix sont actuellement en japonais.
Passer aux voix en anglais ?","Sprachausgabe ist zurzeit auf Japanisch
eingestellt. Ändern zu Englisch?","Il parlato è attualmente in giapponese.
Vuoi passare all'inglese?","Las voces del juego están en japonés.
¿Prefieres escucharlas en inglés?","Voices are currently set to Japanese.
Change voices to English?","Sesler şu anda Japonca.
İngilizce seslere geçilsin mi?"
871,MID_VOSEL_E2J,"Les voix sont actuellement en anglais.
Passer aux voix en japonais ?","Sprachausgabe ist zurzeit auf Englisch
eingestellt. Ändern zu Japanisch?","Il parlato è attualmente in inglese.
Vuoi passare al giapponese?","Las voces del juego están en inglés.
¿Prefieres escucharlas en japonés?","Voices are currently set to English.
Change voices to Japanese?","Sesler şu anda İngilizce.
Japonca seslere geçilsin mi?"
