file,label,index,English,French,German,Spanish,Italian,Dutch,Turkish,Notes,ObservedMaxLines,ObservedMaxLineChars,ObservedMinTotalChars,ObservedMaxTotalChars
hundred_mgm_descr.msbt,mgh110c,257,"[ba]: Swing hammer
[bb]: Fake swing","[ba] : frapper avec le marteau
[bb] : feinter","[ba]: Hammer schwingen
[bb]: Antäuschen","Martillazo: [ba]
Amagar: [bb]","[ba]: martella
[bb]: fai una finta","[ba]: met je hamer slaan
[bb]: nepzwaai","[ba]: Çekici savur
[bb]: Sahte vuruş",,2,30,29,45
hundred_mgm_descr.msbt,mgh111_opmsg,258,Hit your rivals with !,"Touchez vos adversaires
avec les  !",Triff deine Gegner mit !,"¡Golpea a tus
rivales con !","Colpisci i tuoi rivali
con i !","Raak je tegenspelers
met !",Rakiplerine  fırlat!,,2,25,23,36
hundred_mgm_descr.msbt,mgh_214_note_m,259,"Push the ball as a team
and roll it through the
obstacles to the goal!","Avec votre partenaire,
poussez le ballon jusqu'à
l'arrivée en évitant les
obstacles !","Rolle zusammen mit einem
Partner den Ball um die
Hindernisse herum ins Ziel!","¡Empujad la bola en equipo
hacia la meta, evitando
los obstáculos!","Coordinate i movimenti per
spingere la palla oltre gli
ostacoli fino al traguardo!","Duw de bal samen langs
de obstakels om de
finish te bereiken!","Takım hâlinde topu itip
engellerden geçirerek
bitişe ulaştır!",,4,27,61,85
hundred_mgm_descr.msbt,ps_mgh002_rls,260,"Jump from platform to platform
to chase Bowser Jr.!","Sautez de plateforme en plateforme
à la poursuite de Bowser Jr. !","Springe von Plattform zu Plattform, um
Bowser Jr. zu erreichen!","¡Salta de plataforma en
plataforma para atrapar a Bowsy!","Salta da una piattaforma all'altra
e raggiungi Bowser Junior!","Spring van platform naar
platform en achtervolg Bowser Jr.!","Platformdan platforma
atlayıp Bowser Jr.’ı yakala!",,2,38,51,65
hundred_mgm_descr.msbt,ps_mgh409_rls,261,Catch the most ice cream!,"Attrapez le plus de boules
de glace possible !",Fange die meisten Eiskugeln!,¡Coge más helado que nadie!,Prendi più gelato che puoi!,Vang de meeste bolletjes ijs!,En çok dondurma topunu yakala!,,2,29,25,46
hundred_mgm_descr.msbt,ps_mgh416_rls,262,Press the right buttons fast!,"Appuyez rapidement
sur les bons boutons !",Drücke schnell die richtigen Knöpfe!,"¡Pulsa rápidamente
los botones indicados!",Premi rapidamente i pulsanti giusti!,"Druk zo snel mogelijk
op de juiste knoppen!",Doğru tuşlara hızla bas!,,2,36,29,43
hundred_mgm_descr.msbt,ps_mgh423_rls,263,"Ride on the ball and slam into your rivals
to knock them off!","Sur votre balle, tamponnez vos
adversaires pour les faire tomber !","Laufe auf dem Ball und versuche, deine
Gegner über den Rand zu schubsen!","¡Deslízate con la pelota y
empuja a los rivales para
sacarlos de la plataforma!","Muoviti sulla palla e colpisci i rivali
per farli precipitare!","Ram met je bal je tegenspelers
van het platform!","Topun üzerinde ilerleyip
rakiplerine çarparak
onları aşağı at!",,3,42,48,79
hundred_mgm_descr.msbt,mgh428_opmsg,264,"Reel in the fishing pole that
looks like it has a !","Choisissez une canne à pêche
pour attraper un  !","Hole die Angel ein, an der ein
 angebissen haben könnte!","¡Tira de la caña que parezca
tener un !","Tira su la canna a cui pensi
abbia abboccato un !","Kies de hengel waar een
 aan lijkt te zitten!", takılmış gibi duran oltayı çek!,,2,30,40,57
hundred_mgm_descr.msbt,ps_mgh430_rls,265,"Remember which gate the shown
character ended up at and answer quickly!","Indiquez rapidement par quelle porte
le personnage demandé est sorti !","Merke dir, welcher Charakter sich wo
versteckt, und wähle schnell die richtige
Tür aus!","Recuerda la puerta en la que
acabó el personaje indicado,
¡y responde cuanto antes!","Memorizza la porta varcata dal
personaggio indicato e rispondi
prima dei tuoi rivali!","Onthoud achter welke deur het personage
staat en antwoord zo snel mogelijk!","Gösterilen karakterin hangi kapıya
gittiğini hatırla ve çabuk cevapla!",,3,41,70,87
hundred_mgm_descr.msbt,mgh_note_430,266,"Remember which gate the
shown character ended up
at and answer quickly!","Indiquez rapidement par
quelle porte le personnage
demandé est sorti !","Merke dir, welcher Charakter
sich wo versteckt, und wähle
schnell die richtige Tür aus!","Recuerda la puerta en la que
acabó el personaje indicado,
¡y responde cuanto antes!","Memorizza la porta varcata
dal personaggio indicato e
rispondi prima dei tuoi rivali!","Onthoud achter welke deur
het personage staat en
antwoord zo snel mogelijk!","Gösterilen karakterin hangi kapıya
gittiğini hatırla ve çabuk cevapla!",,3,31,70,87
hundred_mgm_descr.msbt,mgh445c,267,"Hold [ba]: Forward
[bsl] Left while holding [ba]:
Turn left
[bsl] Right while holding [ba]:
Turn right","Maintenir [ba] : patiner tout droit
[bsl] gauche en maintenant [ba] :
tourner vers la gauche
[bsl] droite en maintenant [ba] :
tourner vers la droite","[ba] halten: Vorwärts
[bsl] links und [ba] halten:
nach links
[bsl] rechts und [ba] halten:
nach rechts","Avanzar: [ba] (mantener)
Girar: [bsl] (izda./dcha.)","Tieni premuto [ba]: pattina
[bsl] a sinistra tenendo
premuto [ba]: curva a sinistra
[bsl] a destra tenendo
premuto [ba]: curva a destra","[ba] ingedrukt houden: schaatsen
[bsl] naar links terwijl je [ba]
ingedrukt houdt: naar links
[bsl] naar rechts terwijl je [ba]
ingedrukt houdt: naar rechts","[ba] basılı tut: İleri
[ba] basılıyken [bsl] Sol: Sola dön
[ba] basılıyken [bsl] Sağ: Sağa dön",,5,35,51,156
hundred_mgm_descr.msbt,mgh451_opmsg,268,"Hit the targets with
blowgun darts!","Soufflez pour tirer vos
fléchettes sur les cibles !","Triff die Ziele mit den Pfeilen
aus dem Blasrohr!","¡Acierta a las dianas con los
dardos de la cerbatana!","Colpisci i bersagli con
le freccette!","Raak de doelwitten
met de blaaspijltjes!",Hedefleri üfleme oklarıyla vur!,,2,31,35,53
hundred_mgm_descr.msbt,ps_mgh106c,269,Rotate : Pull rope, : tirer la corde, rotieren: am Seil ziehen,Tirar de la cuerda: rotar ,Ruota : tira la fune, draaien: aan het touw trekken, döndür: Halatı çek,,1,31,19,31
hundred_mgm_descr.msbt,mgh106c_2,270,Rotate : Pull rope, : tirer la corde, rotieren: am Seil ziehen,Tirar de la cuerda: rotar ,Ruota : tira la fune, draaien: aan het touw trekken, döndür: Halatı çek,,1,31,19,31
hundred_mgm_descr.msbt,mgh112_opmsg_2,271,Make 10 goals!,Marquez 10 buts !,Erziele 10 Tore!,¡Marcad 10 goles!,Segnate 10 gol!,Maak 10 doelpunten!,10 gol at!,,1,19,14,19
hundred_mgm_descr.msbt,ps_mgh211c,272,"[bsl]: Move
[ba]: Jump
[ba] in the air: Ground Pound","[bsl] : se déplacer
[ba] : sauter
[ba] dans les airs : charge au sol","[bsl]: Bewegen
[ba]: Springen
[ba] im Sprung: Stampfattacke","Moverse: [bsl]
Saltar: [ba]
Salto Bomba: [ba] (en el aire)","[bsl]: muoviti
[ba]: salta
[ba] a mezz'aria: schianto a terra","[bsl]: bewegen
[ba]: springen
[ba] in de lucht: stampsprong","[bsl]: Hareket
[ba]: Zıpla
Havadayken [ba]: Yere Vuruş",,3,34,52,68
hundred_mgm_descr.msbt,mgh_note_431,273,Jump over the hurdles!,Sautez par-dessus les haies !,Springe über die Hürden!,¡Salta las vallas!,Salta gli ostacoli!,Spring over de horden!,Engellerin üzerinden atla!,,1,29,18,29
hundred_mgm_descr.msbt,mgh460c,274,[ba]: Fling,[ba] : lâcher prise,[ba]: Loslassen,Lanzarse: [ba],[ba]: lanciati,[ba]: loslaten,[ba]: Kendini fırlat,,1,19,11,19
hundred_mgm_descr.msbt,mgh461_opmsg,275,"Let  get as close as you
can before you turn around!","Laissez le  s'approcher au
plus près avant de l'arrêter !","Drehe dich erst um, wenn
der  ganz nahe ist!","Detén al  en el último
momento.","Lascia avvicinare il 
più che puoi e poi voltati!","Laat de  zo dicht mogelijk
naderen voor je je omdraait!","’ı olabildiğince
yaklaştır, sonra arkana dön!",,2,30,32,58
hundred_mgm_descr.msbt,ps_mgh407_rls,276,Don't let the pages flatten you!,"Ne vous faites pas écraser
entre les pages !","Lass dich nicht von den Buchseiten
plätten!","¡No dejes que las páginas
te aplasten!",Non farti spiaccicare dalle pagine!,Laat de pagina's je niet pletten!,Sayfalar seni dümdüz etmesin!,,2,35,32,44
hundred_mgm_descr.msbt,ps_mgh414_rls,277,Raise the flag quickly!,"Hissez le drapeau le plus
rapidement possible !","Hisse die Fahne, so schnell du kannst!",¡Iza la bandera tan rápido como puedas!,Issa la bandiera il più in fretta possibile!,Hijs de vlag!,Bayrağı hızla yukarı çek!,,2,44,13,47
hundred_mgm_descr.msbt,ps_mgh421_rls,278,Time your jump shots to make a basket!,"Sautez et tirez au bon moment
pour marquer des paniers !","Springe und wirf den Ball zur richtigen
Zeit, um einen Korb zu machen!","¡Coordina salto y lanzamiento
para anotar canastas!","Tira con il giusto tempismo per fare
canestro!","Time je worpen goed om de
meeste punten te scoren!",Zıplayıp doğru anda şut atarak basket bul!,,2,39,38,70
hundred_mgm_descr.msbt,mgh_note_432,279,"Stretch the face to look like
the guide!","Tirez sur le visage pour
reproduire le modèle !","Ziehe das Gesicht so, dass
es wie die Vorlage aussieht!","¡Mueve los rasgos faciales
para reproducir el modelo!","Stropiccia la faccia per farla
somigliare a quella indicata!","Rek het gezicht uit om het
voorbeeld na te maken!","Yüzü örneğe benzeyecek
şekilde esnet!",,2,30,40,60
hundred_mgm_descr.msbt,ps_mgh456c,280,"[ba]: Swing axe
Hold [bb]：Take cover","[ba] : donner un coup de hache
Maintenir [bb] : se protéger","[ba]: Axt schwingen
[bb] halten: in Deckung gehen","Hachazo: [ba]
Cubrirse: [bb] (mantener)","[ba]: usa l'ascia
Tieni premuto [bb]: riparati","[ba]: hakken
[bb] ingedrukt houden:
dekking zoeken","[ba]: Baltayı savur
[bb] basılı tut: Saklan",,3,30,36,59
hundred_mgm_descr.msbt,ps_mgh101_rls_2,281,Select a cannon to hide in!,Cachez-vous dans un canon !,Wähle eine Kanone zum Verstecken!,"¡Elige un cañón donde
esconderte!",Scegli un cannone dove nasconderti!,Kies een kanon om je in te verstoppen!,Saklanmak için bir top seç!,,2,38,27,38
hundred_mgm_descr.msbt,mgh801_opmsg_2,282,"Connect 5 or more same-
colored  to clear them!","Connectez 5  de la même
couleur ou plus pour les faire
disparaître !","Verbinde 5 oder mehr 
der gleichen Farbe, um
sie zu entfernen!","¡Alinea 5 o más  del mismo
color para eliminar los demás
bloques!","Collega 5 o più blocchi dello
stesso colore per eliminarli!","Verbind 5 of meer  met
dezelfde kleur om ze op
te ruimen!","Aynı renkten 5 veya daha
fazla  birleştirip temizle!",,3,30,48,69
hundred_mgm_descr.msbt,mgh_note_433,283,Collect lots of balloons!,Attrapez le plus de ballons !,Sammle die Ballons!,¡Coge montones de globos!,"Raccogli più palloncini
che puoi!","Verzamel een hoop
ballonnen!",Bol bol balon topla!,,2,29,19,33
hundred_mgm_descr.msbt,mgh106c,284,Rotate : Pull rope, : tirer la corde, rotieren: am Seil ziehen,Tirar de la cuerda: rotar ,Ruota : tira la fune, draaien: aan het touw trekken, döndür: Halatı çek,,1,31,19,31
hundred_mgm_descr.msbt,ps_mgh111_rls_2,285,Dodge the Spiny Shells!,Évitez les carapaces à épines !,Weiche den Stachi-Panzern aus!,¡Esquiva los !,Schiva i gusci spinosi!,Ontwijk de Spiny-schilden!,Dikenli Kabuklardan sıyrıl!,,1,31,15,31
hundred_mgm_descr.msbt,mgh211c,286,"[bsl]: Move
[ba]: Jump
[ba] in the air: Ground Pound","[bsl] : se déplacer
[ba] : sauter
[ba] dans les airs : charge au sol","[bsl]: Bewegen
[ba]: Springen
[ba] im Sprung: Stampfattacke","Moverse: [bsl]
Saltar: [ba]
Salto Bomba: [ba] (en el aire)","[bsl]: muoviti
[ba]: salta
[ba] a mezz'aria: schianto a terra","[bsl]: bewegen
[ba]: springen
[ba] in de lucht: stampsprong","[bsl]: Hareket
[ba]: Zıpla
Havadayken [ba]: Yere Vuruş",,3,34,52,68
hundred_mgm_descr.msbt,mgh402_opmsg,287,Do 4 laps as fast as you can!,"Effectuez 4 tours aussi
vite que possible !","Fahre 4 Runden, so schnell
es geht!","¡Completa 4 vueltas
tan rápido como puedas!","Percorri 4 giri nel minor
tempo possibile!",Rijd zo snel mogelijk 4 rondjes!,4 turu olabildiğince hızlı tamamla!,,2,32,29,43
hundred_mgm_descr.msbt,ps_mgh405_rls,288,Count the unexploded Bob-ombs!,"Comptez les Bob-ombs
qui n'ont pas explosé !","Zähle die noch nicht explodierten
Bob-ombs!","¡Cuenta los Bob-ombs
que no han explotado!",Conta i Bob-omba inesplosi!,Tel de niet ontplofte Bob-ombs!,Patlamamış Bob-omb’ları say!,,2,33,27,44
hundred_mgm_descr.msbt,ps_mgh425c,289,"[bsl]: Move
[ba]: Jump","[bsl] : se déplacer
[ba] : sauter","[bsl]: Bewegen
[ba]: Springen","Moverse: [bsl]
Saltar: [ba]","[bsl]: muoviti
[ba]: salta","[bsl]: bewegen
[ba]: springen","[bsl]: Hareket
[ba]: Zıpla",,2,19,22,33
hundred_mgm_descr.msbt,mgh_note_434,290,"Hit a switch that won't
explode!","Choisissez un détonateur
qui ne provoquera pas
d'explosion !","Aktiviere einen Zünder, der
die Bombe nicht explodieren
lässt!","¡Activa un detonador que
no vaya a explotar!","Attiva un detonatore
sperando che la bomba
non esploda!","Kies een ontsteker die
de bom niet laat ontploffen!","Bombayı patlatmayacak
bir ateşleyici seç!",,3,28,32,62
hundred_mgm_descr.msbt,ps_mgh207c,291,"[ba]: Jump
[ba] in the air: Ground Pound","[ba] : sauter
[ba] dans les airs : charge au sol","[ba]: Springen
[ba] im Sprung: Stampfattacke","Saltar: [ba]
Salto Bomba: [ba] (en el aire)","[ba]: salta
[ba] a mezz'aria: schianto a terra","[ba]: springen
[ba] in de lucht: stampsprong","[ba]: Zıpla
Havadayken [ba]: Yere Vuruş",,2,34,40,48
hundred_mgm_descr.msbt,ps_mgh701_rls,292,Jump from vine to vine to reach the goal!,"Sautez de liane en liane pour
atteindre l'arrivée en premier !","Springe von Ranke zu Ranke,
um das Ziel zu erreichen!","¡Salta de liana en liana para
llegar a la meta!","Salta di liana in liana fino a raggiungere
il traguardo!","Spring van liaan naar liaan
om de finish te bereiken!",Sarmaşıktan sarmaşığa zıplayıp hedefe ulaş!,,2,42,41,62
hundred_mgm_descr.msbt,mgh412_opmsg,293,Shoot the rival tanks!,"Tirez sur les tanks
adverses !","Triff die Panzer deiner
Gegner!","¡Dispara a los
tanques enemigos!","Spara ai carri armati
dei rivali!",Raak de vijandelijke tanks!,Rakip tanklara ateş et!,,2,27,22,33
hundred_mgm_descr.msbt,mgh_note_435,294,"Quickly press the buttons on
the wall and climb to the top!","Appuyez sur les boutons
indiqués sur le mur pour
atteindre le sommet !","Drücke schnell die an der
Wand angezeigten Knöpfe
und klettere nach oben!","¡Pulsa rápidamente los
botones indicados en la
pared y escala hasta la cima!","Premi rapidamente i pulsanti
mostrati sulla parete e
arrampicati fino alla vetta!","Druk op de knoppen op de
wand en klim naar de top!","Duvardaki düğmelere hızla
basıp zirveye tırman!",,3,30,50,81
hundred_mgm_descr.msbt,ps_mgh440c,295,"Mash [bb]: Make snowball
[ba]: Throw snowball
[bsl]：Move / Roll snowball","[bb] rapidement : faire une boule de neige
[ba] : lâcher la boule de neige
[bsl] : se déplacer/faire rouler
la boule de neige","Schnell [bb] drücken: Schneeball formen
[ba]: Schneeball anstoßen
[bsl]: Bewegen/Schneeball rollen","Hacer bola de nieve: [bb]
Lanzar bola de nieve: [ba]
Empujar bola de nieve: [bsl]","Premi ripetutamente [bb]:
crea la palla di neve
[ba]: lancia la palla
[bsl]: muoviti/spingi la palla","Snel op [bb] drukken: sneeuwbal maken
[ba]: sneeuwbal gooien
[bsl]: sneeuwbal rollen","Art arda [bb]: Kartopu yap
[ba]: Kartopu at
[bsl]: Hareket / Kartopunu yuvarla",,4,42,72,125
hundred_mgm_descr.msbt,mgh456c,296,"[ba]: Swing axe
Hold [bb]：Take cover","[ba] : donner un coup de hache
Maintenir [bb] : se protéger","[ba]: Axt schwingen
[bb] halten: in Deckung gehen","Hachazo: [ba]
Cubrirse: [bb] (mantener)","[ba]: usa l'ascia
Tieni premuto [bb]: riparati","[ba]: hakken
[bb] ingedrukt houden:
dekking zoeken","[ba]: Baltayı savur
[bb] basılı tut: Saklan",,3,30,36,59
hundred_mgm_descr.msbt,mgh105_opmsg,297,Run from !,"Ne vous laissez pas
rattraper par la  !",Entkomme !,¡Huye de !,Fuggi da !,Ontsnap aan !,’dan kaç!,,2,20,11,40
hundred_mgm_descr.msbt,ps_mgh702c,298,Tilt system: Tilt board,Incliner la console : incliner le plateau,System neigen: Spielfeld kippen,Inclinar tablero: inclinar consola,Inclina la console: inclina la piattaforma,Systeem kantelen: de bak kantelen,Sistemi eğ: Tahtayı eğ,,1,42,23,42
hundred_mgm_descr.msbt,ps_mgh402_rls,299,Do 4 laps as fast as you can!,"Effectuez 4 tours aussi
vite que possible !","Fahre 4 Runden, so schnell es geht!","¡Completa 4 vueltas
tan rápido como puedas!",Percorri 4 giri nel minor tempo possibile!,Rijd zo snel mogelijk 4 rondjes!,4 turu olabildiğince hızlı tamamla!,,2,42,29,43
hundred_mgm_descr.msbt,mgh_417_note_m,300,"Try to escape while dizzy
and disoriented!","Vous avez la tête qui
tourne ! Tentez de vous
échapper malgré tout.","Versuche, zu entkommen,
obwohl dir schwindelig ist!","¡Intenta escapar pese
a la desorientación
y el mareo!","Prova a raggiungere l'uscita
nonostante lo stordimento!","Probeer te ontsnappen
terwijl je duizelig bent!","Başın dönüp yönlerin
şaşmışken çıkışı
bulmaya çalış!",,3,28,42,67
hundred_mgm_descr.msbt,mgh422_opmsg,301,Drop the cage to capture !,"Lâchez la cage pour
capturer des  !","Lasse den Käfig fallen, um
 zu fangen!",¡Suelta la jaula para atrapar !,"Fai cadere la gabbia e cattura
più  che puoi!",Vang  in je kooi!,Kafesi bırakıp  yakala!,,2,32,18,46
hundred_mgm_descr.msbt,mgh_note_436,302,Grab the !,Attrapez les  !,Schnapp dir den !,¡Coge la !,Afferra le !,Grijp de muzieksleutels!,’ı kap!,,1,24,11,24
hundred_mgm_descr.msbt,mgh445_opmsg,303,Skate 5 laps quickly!,"Effectuez 5 tours le
plus vite possible !","Drehe möglichst schnell
5 Runden auf dem Eis!","¡Completa 5 vueltas en patín
a toda velocidad!","Percorri 5 giri nel minor
tempo possibile!",Schaats snel 5 rondjes!,5 turu olabildiğince hızlı kay!,,2,28,21,46
hundred_mgm_descr.msbt,mgh_101_note_m,304,"Can you hide in the
cannons well enough
so that the fuse-lighter
can't find you?","Le joueur qui allume les
mèches pourra-t-il trouver
ses 3 adversaires ?","Kannst du dich in den
Kanonen verstecken, ohne
dass derjenige am anderen
Ende der Lunte dich findet?","¿Lograrás esconderte
en el único cañón que
no se disparará?","Riuscirai a nasconderti così
bene da non farti sparare
via dal rivale che accende
la miccia dei cannoni?","Een strijd tussen degenen
die zich verstoppen in de
kanonnen en degene die
de lonten aansteekt!","Fitili ateşleyen oyuncu
seni bulamasın diye toplara
iyi saklanabilecek misin?",,4,28,59,104
hundred_mgm_descr.msbt,ps_mgh101c_2,305,[bb]/[ba]/[by]/[bx]: Select cannon,[bb]/[ba]/[by]/[bx] : choisir un canon,[bb]/[ba]/[by]/[bx]: Kanone wählen,Elegir cañón: [bb]/[ba]/[by]/[bx],[bb]/[ba]/[by]/[bx]: scegli un cannone,[bb]/[ba]/[by]/[bx]: kanon kiezen,[bb]/[ba]/[by]/[bx]: Top seç,,1,38,33,38
