index,key,English,French,German,Italian,Spanish,Turkish,prefix_hex
559,shop_heartboost_purchase:0:CON,"<squish=0.82>What, the hearts you have aren't good enough for you?","<squish=0.82>QUOI ? TOUS CES|CŒURS, ÇA NE TE|SUFFIT PAS ?",<squish=0.82>Was? Reichen dir deine Herzen etwa nicht?,"<squish=0.82>COSA, I CUORI CHE|HAI NON SONO|ABBASTANZA PER TE?",<squish=0.82>¿No te basta con los corazones que tienes?,"<squish=0.82>Ne oldu, elindeki kalpler|sana yetmiyor mu?",01
560,shop_heartboost_purchase:1:CON,"<squish=0.82>Want me to hold your hand, too?","<squish=0.82>TU VEUX QUE|JE TE TIENNE|LA MAIN, AUSSI ?",<squish=0.82>Soll ich etwa auch noch deine Hand halten?,<squish=0.82>VUOI PURE CHE TI|PRENDA PER MANO?,<squish=0.82>¿También tendré que llevarte de la manita?,<squish=0.82>Elinden de tutayım mı?,01
561,shop_heartboost_purchase:2:CON,<squish=0.82>And I thought you had enough hearts! Now you want another?,<squish=0.82>ET MOI QUI CROYAIS|QUE CE SERAIT TROP|FACILE AVEC TOUS|CES CŒURS... TU EN|VEUX UN EN PLUS ?,"<squish=0.82>Ich war mir sicher, dass sie ausreichen. Aber ich habe dich wohl überschätzt!",<squish=0.82>PENSAVO CHE CON|I CUORI CHE HAI FOSSE|GIÀ TROPPO FACILE.|E ORA NE VUOI|UN ALTRO?,<squish=0.82>¡Y yo que creía que tenías suficientes corazones! ¿De verdad necesitas otro?,<squish=0.82>Kalplerin yeter sanmıştım!|Şimdi bir tane daha mı istiyorsun?,01
562,shop_heartboost_purchase:3:OPT,"<squish=0.82>Aww, you’re all heart, sonny.","<squish=0.82>JE VOIS QUE|CETTE QUÊTE TE|TIENT À CŒUR,|HEIN FISTON ?","<squish=0.82>Oooh, du bist so herzig, mein Junge.","<squish=0.82>OOH, SEI TUTTO CUORE,|FIGLIOLO.","<squish=0.82>Ay, ahora tú también tienes tu corazoncito, ¿eh?","<squish=0.82>Ayy, ne kadar da yüreklisin, evlat.",01
563,shop_heartboost_purchase:4:DIS,"<squish=0.82>OK, sonny, but don’t say I didn’t ridicule you.","<squish=0.82>OK FISTON, MAIS|NE VA PAS DIRE QUE|JE NE ME SUIS PAS|MOQUÉ DE TOI.","<squish=0.82>Okay, Jungchen, aber sag ja nicht, ich hätte mich nicht über dich lustig gemacht!","<squish=0.82>OKAY, FIGLIOLO, POI|PERÒ NON VENIRMI A|DIRE CHE NON TI HO|PRESO IN GIRO|ABBASTANZA.","<squish=0.82>No te importa que te diga que eres un poco blandengue, ¿no?","<squish=0.82>Tamam evlat, ama sonra|seninle dalga geçmedim deme.",01
564,shop_invulnerability_commen:0:DIS,<squish=0.82>Drink a little of this and enemies won't be able to hurt you.,"<squish=0.82>SI TU EN BOIS|UN PEU, TES ENNEMIS|NE POURRONT PAS|TE TOUCHER.","<squish=0.82>Trink hiervon, und deine Gegner können dir nichts anhaben.",<squish=0.82>BEVI UN PO' DI QUESTA|E I NEMICI NON|POTRANNO FARTI|DEL MALE.,"<squish=0.82>Si bebes esto, tus enemigos no podrán hacerte daño.",<squish=0.82>Bundan biraz iç; düşmanlar|sana zarar veremez.,01
565,shop_invulnerability_commen:1:INT,<squish=0.82>This stuff only lasts a little while. Take too many hits and it’s gone!,"<squish=0.82>L'EFFET DE CE JUS|EST TEMPORAIRE.|SI TU PRENDS|TROP DE COUPS,|IL DISPARAÎTRA !","<squish=0.82>Dieses Zeug wirkt nicht ewig! Kassierst du zu viele Treffer, ist es futsch.",<squish=0.82>L'EFFETTO DI QUESTA|ROBA NON DURA|ALL'INFINITO. BASTA|UN COLPO DI TROPPO!,"<squish=0.82>El efecto no dura mucho, ¿eh? Si te alcanzan demasiadas veces, ¡se pasará!",<squish=0.82>Bunun etkisi kısa sürer.|Fazla darbe alırsan etkisi biter!,01
566,shop_invulnerability_commen:2:CON,<squish=0.82>You’d better hope the Tikis don’t get their mitts on this stuff.,<squish=0.82>FAUT ESPÉRER QUE LES|TIKIS NE S'EMPARERONT|JAMAIS DE CE JUS !,"<squish=0.82>Pass bloss auf, dass die Tikis das Zeug nicht in die Pfoten bekommen!",<squish=0.82>FARESTI MEGLIO A|SPERARE CHE I TIKI|NON METTANO LE|GRINFIE SU QUESTA|ROBA.,<squish=0.82>Espero que los tikis no pongan sus sucias manos en esto.,<squish=0.82>Umarım Tikiler bu şeyi|ellerine geçirmez.,01
567,shop_invulnerability_commen:3:OPT,"<squish=0.82>One drink of this juice, and you’ll be unstoppable!",<squish=0.82>UNE GORGÉE DE CE JUS|ET PLUS RIEN NE|POURRA T'ARRÊTER !,"<squish=0.82>Ein Schluck von diesem Saft, und nichts kann dich aufhalten!",<squish=0.82>UN SOLO SORSO DI|QUESTA POZIONE E|NESSUNO TI POTRÀ|FERMARE!,"<squish=0.82>Echa un traguito de este zumo, ¡y serás imparable!","<squish=0.82>Bu muz suyundan bir yudum al,|seni kimse durduramaz!",01
568,shop_invulnerability_purcha:0:DIS,"<squish=0.82>Wow. Way to fight fair, Donkey Kong.","<squish=0.82>C'EST PAS TRÈS|FAIR-PLAY, ÇA,|DONKEY KONG !","<squish=0.82>Oha! Ist ja wirklich fair von dir, Donkey Kong.","<squish=0.82>WOW. COSÌ SI FA,|DONKEY KONG.","<squish=0.82>No te va lo de luchar en igualdad de condiciones, ¿verdad, Donkey Kong?","<squish=0.82>Vay be. Ne kadar da adil dövüşüyorsun,|Donkey Kong.",01
569,shop_invulnerability_purcha:1:CON,"<squish=0.82>Want me to hold your hand, too?","<squish=0.82>TU VEUX QUE|JE TE TIENNE|LA MAIN, AUSSI ?",<squish=0.82>Soll ich etwa auch noch deine Hand halten?,<squish=0.82>VUOI PURE CHE TI|PRENDA PER MANO?,<squish=0.82>¿También tendré que llevarte de la manita?,<squish=0.82>Elinden de tutayım mı?,01
570,shop_invulnerability_purcha:2:DIS,"<squish=0.82>If you can’t finish this quest now, you’re beyond my help.","<squish=0.82>SI AVEC ÇA,|TU N'ARRIVES PAS À|FINIR CETTE QUÊTE...|JE NE PEUX PLUS RIEN|FAIRE POUR TOI.","<squish=0.82>Wenn du diese Suche jetzt nicht beenden kannst, dann kann ich dir auch nicht mehr helfen.","<squish=0.82>SE NON RIESCI AD ANDARE AVANTI NEPPURE ORA, NON SO PROPRIO CHE ALTRO FARE PER TE.","<squish=0.82>Si con esto no consigues completar tu misión, yo ya no puedo hacer nada.",<squish=0.82>Bunlarla da bu macerayı bitiremezsen|sana benim de yapabileceğim bir şey yok.,01
571,shop_invulnerability_purcha:3:INT,"<squish=0.82>Remember, take too many hits and it’s gone!","<squish=0.82>N'OUBLIE PAS : SI TU|PRENDS TROP DE|COUPS, SON EFFET|DISPARAÎT !","<squish=0.82>Denk dran, wenn du zu viele Treffer abbekommst, ist es futsch!","<squish=0.82>RICORDA, UN COLPO|DI TROPPO E L'EFFETTO|SPARIRÀ!","<squish=0.82>Recuerda... Si te tocan demasiadas veces, ¡se pasará el efecto!","<squish=0.82>Unutma, fazla darbe alırsan|etkisi biter!",01
572,shop_item_names:0:*,1 Balloon,1 BALLON,<scale=0.9>1 Ballon,1 PALLONCINO,1 globo,1 Balon,01
573,shop_item_names:1:*,3 Balloons,3 BALLONS,<scale=0.9>3 Ballons,3 PALLONCINI,3 globos,3 Balon,01
574,shop_item_names:2:*,7 Balloons,7 BALLONS,<scale=0.9>7 Ballons,7 PALLONCINI,7 globos,7 Balon,01
575,shop_item_names:3:*,Squawks,SQUAWKS,<scale=0.9>Squawks,PAGAL,Squawks,Squawks,01
576,shop_item_names:4:*,Heart Boost,CŒUR,<scale=0.9>Extraherz,CUORE EXTRA,Corazón extra,Ekstra Kalp,01
577,shop_item_names:5:*,Banana Juice,JUS DE BANANE,<scale=0.9>Bananensaft,<scale=0.8>POZIONE BANANA,<scale=0.8>Zumo de plátano,Muz Suyu,01
578,shop_item_names:6:*,Map Key,CLÉ,<scale=0.9>Kartenschlüssel,CHIAVE,Llave del mapa,<scale=0.9>Harita Anahtarı,01
579,shop_jungle_exit:0:OPT,"<squish=0.82>Tell that bulbous, banana-eating guy he needs to cut down on the nanners! I mean, look at him! He’s huge!",<squish=0.82>VA DIRE À CE GLOUTON|D'Y ALLER MOLLO SUR|LES BANANES ! IL A DÛ|EN MANGER DES TONNES !,"<squish=0.82>Sag diesem wulstigen, Bananen fressenden Kerl, er soll weniger Bananen futtern. Ich meine, sieh ihn dir doch mal an! Er ist riesig!","<squish=0.82>DÌ A QUEL MANGIA BANANE|CHE DEVE DARSI UNA|REGOLATA! DICO IO,|GUARDALO! È ENORME!",<squish=0.82>¡Dile a ese tragaplátanos bulboso que se corte un poco zampando! ¿Tú has visto lo enorme que está?,"<squish=0.82>Şu tombul muz oburuna|muzları biraz azaltmasını söyle!|Bir baksana şuna, dev gibi olmuş!",01
580,shop_jungle_exit:1:OPT,<squish=0.82>Don’t you just love a nice sunset?,"<squish=0.82>AH, UN COUCHER DE SOLEIL...|N'EST-CE PAS MAGNIFIQUE ?",<squish=0.82>Liebst du nicht auch einen schönen Sonnenuntergang?,<squish=0.82>COME SI PUÒ NON AMARE|UN BEL TRAMONTO?,<squish=0.82>¿A que es estupenda la puesta de sol?,<squish=0.82>Güzel bir gün batımını kim sevmez ki?,01
581,shop_jungle_greeting:0:OPT,<squish=0.82>Smell that fresh jungle air. I never get tired of this place.,<squish=0.82>MMMH...|L'AIR FRAIS DE LA JUNGLE !|JE NE M'EN LASSERAI JAMAIS !,<squish=0.82>Schnupper die frische Dschungelluft! Ich krieg nie genug von diesem Ort!,<squish=0.82>SENTI COM'È FRESCA L'ARIA|DELLA GIUNGLA. NON MI|STANCHERÒ MAI DI|QUESTO POSTO.,<squish=0.82>Tú huele ese aire fresco de la jungla... ¡No me canso de este lugar!,<squish=0.82>Şu taptaze cangıl havasını kokla.|Buradan hiç bıkmıyorum.,01
582,shop_jungle_greeting:1:INT,<squish=0.82>You have to go all the way to the top of the island? Wish we knew someone with a plane...,<squish=0.82>TU DOIS TE COLTINER TOUT|LE TRAJET JUSQU'AU SOMMET|DE L'ÎLE ? SI SEULEMENT ON|CONNAISSAIT QUELQU'UN|AVEC UN AVION...,"<squish=0.82>Du musst bis an die höchste Stelle der Insel gehen? Ich wünschte, ich würde jemanden kennen, der ein Flugzeug besitzt...",<squish=0.82>DEVI RAGGIUNGERE LA|CIMA DELL'ISOLA? SE|SOLO CONOSCESSIMO|QUALCUNO CON|UN AEROPLANO...,<squish=0.82>¿Tienes que subir hasta la parte más alta de la isla? Ojalá conociéramos a alguien que tuviera un avión.,<squish=0.82>Adanın en tepesine kadar mı çıkacaksın?|Keşke uçağı olan birini tanısaydık...,01
583,shop_purchase_confirm:0:*,Are you sure you wish to purchase this item?,CONFIRMER|CET ACHAT ?,Möchtest du das hier wirklich kaufen?,VUOI CONFERMARE L'ACQUISTO?,¿Seguro que quieres comprar este objeto?,Bu eşyayı satın almak|istediğinden emin misin?,01
584,shop_ruins_exit:0:OPT,<squish=0.82>Be careful on those aqueducts. I don’t think they were built to code.,<squish=0.82>FAIS ATTENTION|SUR CES AQUEDUCS.|JE CROIS QU'ILS N'ONT PAS|ÉTÉ CONSTRUITS DANS|LES RÈGLES DE L'ART.,"<squish=0.82>Gib acht auf den Aquädukten. Ich denke nicht, dass sie den Vorschriften entsprechend erbaut wurden.",<squish=0.82>ATTENZIONE A QUEGLI|ACQUEDOTTI. NON CREDO|PROPRIO CHE SIANO A|NORMA DI LEGGE.,<squish=0.82>Cuidado con esos acueductos. No creo que estén construidos para que los pisoteen.,<squish=0.82>Şu su kemerlerinde dikkatli ol.|Yönetmeliğe uygun yapılmış|gibi görünmüyorlar.,01
585,shop_ruins_greeting:0:DIS,"<squish=0.82>Some say these ruins are hundreds of years old. I say they were just poorly constructed. Definitely not ape-work, no sir.","<squish=0.82>ON DIT QUE CES RUINES DATENT|DE PLUSIEURS CENTAINES|D'ANNÉES. MOI, J'DIS QUE TOUT|ÇA A ÉTÉ MAL BÂTI. CE N'EST|PAS DU TRAVAIL DE SINGE,|ÇA, MONSIEUR, OH NON !","<squish=0.82>Manche sagen, diese Ruinen seien Hunderte von Jahren alt. Ich aber sage, sie sind schlecht gebaut. Keine Affenqualitätsarbeit!",<squish=0.82>DICONO CHE QUESTE ROVINE|ABBIANO CENTINAIA DI ANNI.|IO DICO CHE SONO STATE|COSTRUITE CON POCA|CURA. DI SICURO NON|SONO OPERA DI UN PRIMATE.,<squish=0.82>Dicen que estas ruinas son antiquísimas. Yo más bien diría que están mal construidas. Y no parecen hechas a prueba de simios.,<squish=0.82>Bu harabelerin yüzlerce yıllık|olduğunu söylüyorlar.|Bence sadece kötü yapılmışlar.|Belli ki maymun elinden çıkmamış.,01
586,shop_ruins_greeting:1:OPT,<squish=0.82>Wow. You made it all the way to the ruins. I’d pat you on the head if I wasn’t so cranky.,"<squish=0.82>WOUAH ! TU ES ARRIVÉ|JUSQU'AUX RUINES !|JE TE FÉLICITERAIS BIEN,|SI JE N'ÉTAIS PAS|SI GRINCHEUX.","<squish=0.82>Oha! Du hast es bis zu den Ruinen geschafft. Wäre ich nicht so griesgrämig, würde ich dir glatt den Kopf tätscheln.","<squish=0.82>WOW. SEI ARRIVATO FINO|ALLE ROVINE! TI DAREI UNA|PACCA SULLA SPALLA, SE NON|FOSSI COSÌ SCORBUTICO.","<squish=0.82>Vaya... ¡Has llegado a las ruinas! Te daría un abrazo, pero no me pega, ¿verdad?","<squish=0.82>Vay be, harabelere kadar gelmişsin.|Bu kadar huysuz olmasam başını okşardım.",01
587,shop_ruins_greeting:2:OPT,"<squish=0.82>Well, you've amazed your old Grandpa by getting this far!","<squish=0.82>EH BEN, TON VIEUX PAPI|EST IMPRESSIONNÉ :|JE NE PENSAIS PAS QUE|TU IRAIS AUSSI LOIN !","<squish=0.82>Du hast deinen alten Opa ganz schön überrascht, indem du es bis hierher geschafft hast!","<squish=0.82>BEH, SEI RIUSCITO|A STUPIRE IL TUO|VECCHIO NONNETTO,|ARRIVANDO FINO|A QUI!",<squish=0.82>¡Es asombroso que hayas llegado hasta aquí! ¡Ya lo creo!,"<squish=0.82>Vay canına, buraya kadar gelerek|ihtiyar dedeni şaşırttın!",01
588,shop_squawk_comment:0:DIS,<squish=0.82>Take this guy off my hands. He’s making a real mess of the place.,<squish=0.82>DÉBARRASSE-MOI DE CE PIAF. IL EST EN TRAIN DE TOUT METTRE SENS DESSUS DESSOUS !,<squish=0.82>Nimm den Kerl bloss mit! Er bringt hier alles durcheinander.|,<squish=0.82>PORTA QUESTO|PENNUTO CON TE.|QUI FA TROPPA|CONFUSIONE!,"<squish=0.82>Líbrame de este pájaro, por favor. Limpiar este sitio se está convirtiendo en una pesadilla.",<squish=0.82>Şu kuşu al da başımdan götür.|Ortalığı birbirine katıyor.,01
589,shop_squawk_comment:1:INT,"<squish=0.82>Not only does he keep me company, he reminds me where I left my keys!","<squish=0.82>NON SEULEMENT IL|ME TIENT COMPAGNIE,|MAIS EN PLUS, IL ME|RAPPELLE OÙ J'AI MIS|MES CLÉS !","<squish=0.82>Er erinnert mich stets daran, wo ich meine Schlüssel gelassen habe.","<squish=0.82>NON SOLO MI FA|COMPAGNIA, MA MI|RICORDA ANCHE DOVE|HO MESSO LE CHIAVI!","<squish=0.82>Además de hacerme compañía, ¡me dice dónde he dejado las llaves!",<squish=0.82>Hem bana arkadaşlık ediyor|hem de anahtarlarımı nereye koyduğumu|hatırlatıyor!,01
590,shop_squawk_comment:2:DIS,"<squish=0.82>Of course, I would have no need for this little guy. But you aren’t me, are you?","<squish=0.82>MOI, BIEN SÛR,|JE N'AURAIS PAS|BESOIN DE CE PETIT|PERROQUET. MAIS|TU N'ES PAS MOI,|N'EST-CE PAS ?",<squish=0.82>Ich habe keine Verwendung für den kleinen Kerl hier. Aber ich bin ja auch nicht du!,"<squish=0.82>OVVIAMENTE QUESTO NANEROTTOLO A ME NON SERVE. MA TU NON SEI ME, GIUSTO?",<squish=0.82>A mí es que no me sirve de nada aquí. ¡Pero a ti te ayudará!,"<squish=0.82>Benim bu ufaklığa ihtiyacım yok tabii.|Ama sen ben değilsin, öyle değil mi?",01
591,shop_squawk_comment:3:INT,"<squish=0.82>If you’re having trouble finding secrets, Squawks is your man!|Err... bird!","<squish=0.82>SI TU AS DU MAL|À TROUVER DES|SECRETS, SQUAWKS EST|TON HOMME ! EUH...|TON OISEAU !",<squish=0.82>Fürs Auffinden von Geheimnissen ist Squawks der äh... Vogel deiner Wahl.,"<squish=0.82>SE NON RIESCI A|SCOPRIRE SEGRETI,|PAGAL È IL TUO UOMO!|EHM... PAPPAGALLO!","<squish=0.82>Si no logras encontrar secretos,|¡Squawks te sacará|las castañas del fuego!",<squish=0.82>Sırları bulmakta zorlanıyorsan Squawks|tam senin adamın! Şey... kuşun!,01
592,shop_squawk_comment:4:OPT,<squish=0.82>Squawks will help you find hidden secrets. He is so helpful.,<squish=0.82>SQUAWKS T'AIDERA À|TROUVER DES SECRETS.|IL EST TRÈS SERVIABLE.,"<squish=0.82>Squawks hilft dir dabei, verborgene Geheimnisse zu finden. Er ist so hilfsbereit!",<squish=0.82>PAGAL TI AIUTA A|SCOPRIRE I SEGRETI|NASCOSTI. È DAVVERO|PREZIOSO.,<squish=0.82>Squawks te ayudará a encontrar secretos ocultos. ¡No veas lo que ayuda!,<squish=0.82>Squawks sırları bulmana yardım eder.|Ne kadar da yardımsever.,01
593,shop_squawk_purchase:0:CON,"<squish=0.82>In my day, if you wanted to find secrets, you found them yourself!","<squish=0.82>DE MON TEMPS,|S'IL FALLAIT TROUVER|DES SECRETS, ON LES|TROUVAIT TOUT SEUL !","<squish=0.82>Wenn man zu meiner Zeit Geheimnisse finden wollte, hat man sie noch selbst gefunden.","<squish=0.82>AI TEMPI MIEI, SE|VOLEVI SCOPRIRE UN|SEGRETO, DOVEVI|FARLO DA SOLO!","<squish=0.82>En mis tiempos, ¡para encontrar secretos me las tenía que apañar solito!",<squish=0.82>Benim zamanımda sır arayan|kendi bulurdu!,01
594,shop_squawk_purchase:1:CON,<squish=0.82>Now go find some secrets!,"<squish=0.82>MAINTENANT, VA|TROUVER DES SECRETS !","<squish=0.82>Und jetzt fort mit dir, auf Geheimnissuche!",<squish=0.82>ORA VAI A SCOPRIRE|QUALCHE SEGRETO!,<squish=0.82>¡Ahora ve a encontrar secretos!,<squish=0.82>Şimdi git de birkaç sır bul!,01
595,shop_squawk_purchase:2:INT,"<squish=0.82>Keep him safe, you hear?!","<squish=0.82>PRENDS SOIN|DE LUI, OK ?","<squish=0.82>Pass gut auf ihn auf, hörst du?","<squish=0.82>NON METTERLO IN|PERICOLO, CAPITO?!|SNIFF... SOB...","<squish=0.82>Procura que no le pase nada, ¿eh?","<squish=0.82>Ona iyi bak, duydun mu?!",01
596,shop_squawk_purchase:3:OPT,<squish=0.82>He likes it when you scratch him just behind the ears.,<squish=0.82>IL ADORE QU'ON LE GRATTE JUSTE DERRIÈRE LES OREILLES.,"<squish=0.82>Er mag es, wenn du ihn hinter den Ohren kraulst.","<squish=0.82>GLI PIACE QUANDO|GLI GRATTI LA TESTA,|PROPRIO DIETRO LE|ORECCHIE.",<squish=0.82>Le gusta que le rasquen el cogote...,<squish=0.82>Kulaklarının hemen arkasını|kaşımanı çok sever.,01
597,shop_squawk_purchase:4:OPT,<squish=0.82>Squawks will speak up when he finds secrets... for a friend.,"<squish=0.82>QUAND IL TROUVE|UN SECRET, SQUAWKS|TE LE RÉVÈLE...|SI TU ES SON AMI.","<squish=0.82>Squawks gibt einem Bescheid, wenn er ein Geheimnis gefunden hat... einem Freund.",<squish=0.82>PAGAL APRE IL BECCO|QUANDO SCOPRE UN|SEGRETO... PER UN AMICO.,<squish=0.82>Squawks te avisará cuando encuentre algún secretito.,<squish=0.82>Squawks bir sır bulunca haber verir...|tabii dostuna.,01
598,shop_greenballoon_purchase:0:INT,"<squish=0.82>With a few of these, you'll be invincible! Almost.","<squish=0.82>AVEC QUELQUES-UNS DE CES BALLONS, TU SERAS INVINCIBLE ! ENFIN, PRESQUE.","<squish=0.82>Mit deren Hilfe|bist du quasi|unbesiegbar!|Na ja, fast.",<squish=0.82>CON UN PAIO DI QUESTI|SARAI INVINCIBILE! O|QUASI...,"<squish=0.82>Un puñado de estos, ¡y serás invencible! Bueno, casi.",<squish=0.82>Bunlardan birkaç tane alırsan|yenilmez olursun! Neredeyse.,01
599,shop_greenballoon_purchase:1:INT,<squish=0.82>These balloons will save you from falls. But only once!,"<squish=0.82>CES BALLONS TE SAUVERONT D'UNE MAUVAISE CHUTE. ENFIN, À CONDITION QUE TU PUISSES T'EN SERVIR !",<squish=0.82>Diese Ballons retten dich vor Abstürzen. Vor den meisten!,"<squish=0.82>QUESTI PALLONCINI TI|SALVERANNO DALLE|CADUTE, MA NON DA|TUTTE...","<squish=0.82>Estos globos te salvarán de caídas, ¡pero no de todas!",<squish=0.82>Bu balonlar seni düşmekten kurtarır.|Ama yalnızca bir kez!,01
600,shop_greenballoon_purchase:2:DIS,<squish=0.82>Why are you falling into holes anyway?,"<squish=0.82>QUELLE IDÉE DE TOMBER DANS UN TROU, AUSSI !",<squish=0.82>Wieso fällst du überhaupt in Löcher?,"<squish=0.82>AD OGNI MODO,|PERCHÉ CADI|NELLE BUCHE?",<squish=0.82>Pero ¿cómo puedes caerte por los agujeros?,<squish=0.82>Zaten neden sürekli|çukurlara düşüyorsun ki?,01
601,shop_greenballoon_comment:0:INT,<squish=0.82>I wonder if these come with a cane attachment for me...,"<squish=0.82>NORMALEMENT, CES BALLONS SONT LIVRÉS AVEC UNE CANNE ET DES PANTOUFLES.","<squish=0.82>Ich frage mich, ob man die auch mit Laufstock-Aufsatz kaufen kann.",<squish=0.82>CHISSÀ SE SI POSSONO|ATTACCARE AI BASTONI|DA PASSEGGIO...,<squish=0.82>Ojalá los hiciesen también con un adaptador para bastones...,<squish=0.82>Acaba bunların benim için|baston aparatı da var mıdır...,01
602,shop_greenballoon_comment:1:DIS,<squish=0.82>I remember the days when we only had red balloons...,<squish=0.82>JE ME SOUVIENS DE|L'ÉPOQUE OÙ ON|N'AVAIT QUE DES|BALLONS ROUGES...|C'ÉTAIT LE BON TEMPS !,"<squish=0.82>Ich kann mich noch an damals erinnern, als wir nur rote Ballons hatten...","<squish=0.82>UNA VOLTA ESISTEVANO|SOLO I PALLONCINI|ROSSI. AH,|QUANTI RICORDI...","<squish=0.82>Ah, qué tiempos aquellos, cuando solo había globos rojos...",<squish=0.82>Yalnızca kırmızı balonların olduğu|günleri hatırlıyorum...,01
603,shop_greenballoon_comment:2:DIS,<squish=0.82>First red and now green. What's the world coming to?,"<squish=0.82>D'ABORD DES|BALLONS ROUGES,|ET MAINTENANT|DES VERTS. MAIS|OÙ VA LE MONDE ?","<squish=0.82>Erst rot, jetzt grün. Pah! Wo soll das alles noch hinführen!",<squish=0.82>PRIMA ROSSI E ORA|VERDI. MA DOVE|ANDREMO A FINIRE?,"<squish=0.82>Primero rojo, ahora verde... ¿Adónde vamos a ir a parar?","<squish=0.82>Önce kırmızı, şimdi yeşil.|Dünya nereye gidiyor böyle?",01
604,shop_greenballoon_comment:3:CON,<squish=0.82>These green balloons are harder to inflate than the red ones.,<squish=0.82>LES BALLONS VERTS SONT PLUS DURS À GONFLER QUE LES ROUGES.,<squish=0.82>Diese grünen Ballons lassen sich schwerer aufblasen als die roten.,<squish=0.82>QUESTI PALLONCINI|SONO PIÙ|DIFFICILI DA|GONFIARE|DI QUELLI ROSSI.,<squish=0.82>Los globos verdes son más difíciles de inflar que los rojos.,<squish=0.82>Bu yeşil balonları şişirmek|kırmızılardan daha zor.,01
605,shop_crashguard_purchase:0:CON,"<squish=0.82>Don't you go and spill this, sonny!","<squish=0.82>NE VA PAS ME RENVERSER ÇA, GAMIN !","<squish=0.82>Verschütte das ja nicht, Jungchen!","<squish=0.82>NON SPRECARNE|NEANCHE UNA|GOCCIA, FIGLIOLO!","<squish=0.82>¡Que no se te derrame, chaval!","<squish=0.82>Sakın bunu dökme, evlat!",01
