file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
PauseMenu.msbt,347,AblCutterFinalComboBtn,"⟦MSBT:0E00010001000000⟧ repeatedly when
near an enemy","⟦MSBT:0E00010001000000⟧ plusieurs fois
près d'un ennemi","⟦MSBT:0E000000020002006200⟧⟦MSBT:0E00010001000000⟧ wiederholt nahe⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006200⟧einem Gegner drücken⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010001000000⟧ ripetutamente
vicino a un nemico","⟦MSBT:0E00010001000000⟧ varias veces
cerca del enemigo",적 옆에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧연타,"⟦MSBT:0E00010001000000⟧ düşman yakınında
art arda bas"
PauseMenu.msbt,348,AblCutterBoomerangHyperBtn,Hold ⟦MSBT:0E00010001000000⟧ and release,"Maintenez puis
relâchez ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010001000000⟧ halten und
loslassen","Tieni premuto ⟦MSBT:0E00010001000000⟧
e rilascia","Mantén pulsado ⟦MSBT:0E00010001000000⟧
y luego suéltalo",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧길게 누르기～떼기,"⟦MSBT:0E00010001000000⟧'yi basılı tut,
sonra bırak"
PauseMenu.msbt,349,#AblCrash,,,,,,,
PauseMenu.msbt,350,AblCrashFire,Crash Fireball,⟦MSBT:0E000000020002006100⟧Tonnerre grondant⟦MSBT:0E000000020002006400⟧,Kugelblitz,⟦MSBT:0E000000020002006100⟧Bomba dirompente⟦MSBT:0E000000020002006400⟧,Bola destructora,파괴의 불꽃,Patlama Ateş Topu
PauseMenu.msbt,351,AblCrashHellFire,Supernova,Supernova,Supernova,Supernova,Supernova,슈퍼노바,Süpernova
PauseMenu.msbt,352,#AblCrashBtn,,,,,,,
PauseMenu.msbt,353,AblCrashFireBtn,"⟦MSBT:0E00010001000000⟧, and then release","Maintenez puis
relâchez ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010001000000⟧, dann loslassen",⟦MSBT:0E00010001000000⟧ e poi rilascia,"Mantén pulsado ⟦MSBT:0E00010001000000⟧
y suéltalo",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧떼기,"⟦MSBT:0E00010001000000⟧'yi basılı tut,
sonra bırak"
PauseMenu.msbt,354,AblCrashHellFireBtn,"⟦MSBT:0E000000020002006000⟧Hold ⟦MSBT:0E00010001000000⟧ and mash ⟦MSBT:0E0001000E000000⟧,⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006000⟧and then release⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Maintenez ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002004B00⟧ ⟦MSBT:0E000000020002005A00⟧+⟦MSBT:0E000000020002004B00⟧ ⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002004B00⟧ ⟦MSBT:0E000000020002005A00⟧dans⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧plusieurs directions⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005000⟧⟦MSBT:0E00010001000000⟧ halten + ⟦MSBT:0E0001000E000000⟧ in versch.⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005000⟧Richtungen, dann loslassen⟦MSBT:0E000000020002006400⟧","Tieni premuto ⟦MSBT:0E00010001000000⟧ e
premi ⟦MSBT:0E0001000E000000⟧ poi rilascia","⟦MSBT:0E000000020002005700⟧Mantén pulsado ⟦MSBT:0E00010001000000⟧ + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005700⟧en varias direcciones⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010001000000⟧＋⟦MSBT:0E0001000E000000⟧ 이것저것 누르기
～떼기","⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00010001000000⟧'yi tut, ⟦MSBT:0E0001000E000000⟧'e seri bas,
sonra bırak⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,355,#AblStone,,,,,,,
PauseMenu.msbt,356,AblStoneNormal,Stone Change,Métamorphoroc,Versteinerung,Mutaforma,⟦MSBT:0E000000020002005500⟧Petransformarse⟦MSBT:0E000000020002006400⟧,돌멩이 변신,Taş Değişimi
PauseMenu.msbt,357,AblStoneFallingAir,Stone Smash,Chute de roc,Steinschlag,⟦MSBT:0E000000020002006100⟧Schianto di roccia⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Petragolpe⟦MSBT:0E000000020002006400⟧,돌멩이 내려찍기,Taş Ezme
PauseMenu.msbt,358,AblStoneDash,Turbo Stone,Turbo roc,Turbo-Stein,Turbo pietra,⟦MSBT:0E000000020002005500⟧Petraturbo⟦MSBT:0E000000020002006400⟧,대시 돌멩이,Turbo Taş
PauseMenu.msbt,359,AblStoneFallingAirHeavy,Heavy Smash,Chute violente,⟦MSBT:0E000000020002005D00⟧Schmetterstein⟦MSBT:0E000000020002006400⟧,Mega schianto,Peso pesado,강하게 내려찍기,Ağır Ezme
PauseMenu.msbt,360,AblStoneUpperCut,Stone Uppercut,Uppercut de roc,⟦MSBT:0E000000020002005D00⟧Felsfaust ⟦MSBT:0E000000020002006400⟧,Pugno di roccia,Gancho pétreo,돌멩이 어퍼컷,Taş Aparkatı
PauseMenu.msbt,361,AblStoneCriticalUpperCut,Mighty Uppercut,⟦MSBT:0E000000020002006100⟧Uppercut puissant⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005D00⟧Mächtige Felsfaust⟦MSBT:0E000000020002006400⟧,Pugno potente,Hipergancho,메가 어퍼컷,Güçlü Aparkat
PauseMenu.msbt,362,AblStoneSlide,Slope Slide,Descente rapide,Geröll,Caduta massi,Descenso rápido,언덕에서 미끄러지기,Yokuş Kayışı
PauseMenu.msbt,363,AblStoneRotate,Spin,Rotation,Drehstein,Salto sul posto,Girar,빙글빙글 돌기,Dön
PauseMenu.msbt,364,AblStoneNoDamage,⟦MSBT:0E000000020002005400⟧Immune to most attacks in stone form!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004E00⟧Le roc vous protège de la plupart des attaques⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Immun gegen fast jeden Angriff!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004800⟧La forma Pietra difende da quasi tutti gli attacchi!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Transformarte te protege de muchos ataques.⟦MSBT:0E000000020002006400⟧,변신 중에는 대부분의 공격을 방어한다!,⟦MSBT:0E000000020002004E00⟧Taş hâlindeyken çoğu saldırı işlemez!⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,365,#AblStoneBtn,,,,,,,
PauseMenu.msbt,366,AblStoneNormalBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,367,AblStoneFallingAirBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ in der Luft⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,368,AblStoneDashBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Scatto + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,369,AblStoneFallingAirHeavyBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in der Luft⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ havada⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,370,AblStoneUpperCutBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧떼기,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,371,AblStoneCriticalUpperCutBtn,"⟦MSBT:0E000000020002006400⟧Press and hold
⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Maintenez ⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ 
gedrückt halten⟦MSBT:0E000000020002006400⟧","Tieni premuti⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Mantén pulsados
⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧길게 누르기,"⟦MSBT:0E000000020002006400⟧Basılı tut
⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,372,AblStoneSlideBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ when on a slope⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002006400⟧ (dans une pente)⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ an einem Abhang⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ su un pendio⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ en una pendiente⟦MSBT:0E000000020002006400⟧,경사 길에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ bir yokuştayken⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,373,AblStoneRotateBtn,"⟦MSBT:0E000000020002006400⟧Dash while
transformed⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Courez sous cette
forme⟦MSBT:0E000000020002006400⟧",Steinform + Spurten,"Scatta quando sei
in forma Pietra","⟦MSBT:0E000000020002006400⟧Corre mientras estés
transformado⟦MSBT:0E000000020002006400⟧",변신 중에 대시,"⟦MSBT:0E000000020002006400⟧Dönüşmüşken
Koş⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,374,#AblSpark,,,,,,,
PauseMenu.msbt,375,AblSparkAttack,Spark Attack,⟦MSBT:0E000000020002006000⟧Attaque électrique⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005C00⟧Elektroschock⟦MSBT:0E000000020002006400⟧,Attacco elettrico,Ataque chispazo,스파크 어택,Kıvılcım Saldırısı
PauseMenu.msbt,376,AblSparkStored,Charge Power,Charge électrique,⟦MSBT:0E000000020002005C00⟧Elektrisch aufladen⟦MSBT:0E000000020002006400⟧,Carica elettrica,Carga de energía,파워 충전,Güç Şarjı
PauseMenu.msbt,377,AblSparkArrow,Spark Arrow,Flèche électrique,⟦MSBT:0E000000020002005C00⟧Elektrofunke⟦MSBT:0E000000020002006400⟧,Freccia elettrica,Flecha chispazo,스파크 애로우,Kıvılcım Oku
PauseMenu.msbt,378,AblSparkLaser,Spark Laser,Laser électrique,Elektro-Laser,Elettro-laser,Láser chispazo,스파크 레이저,Kıvılcım Lazer
PauseMenu.msbt,379,AblSparkCannon,Spark Wave,Sphère électrique,Elektrokanone,⟦MSBT:0E000000020002006200⟧Onda elettrica⟦MSBT:0E000000020002006400⟧,Onda chispazo,스파크 웨이브,Kıvılcım Dalgası
PauseMenu.msbt,380,AblSparkBarrier,Spark Barrier,⟦MSBT:0E000000020002005E00⟧Bouclier électrique⟦MSBT:0E000000020002006400⟧,Elektrobarriere,Barriera elettrica,Barrera chispazo,스파크 배리어,Kıvılcım Bariyeri
PauseMenu.msbt,381,#AblSparkBtn,,,,,,,
PauseMenu.msbt,382,AblSparkAttackBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,383,AblSparkStoredBtn,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ in various
directions⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ dans plusieurs
directions⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ in verschiedene
Richtungen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ in varie
direzioni⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ en varias
direcciones⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E0001000E000000⟧ ⟦MSBT:0E000000020002006400⟧이것저것 누르기,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E0001000E000000⟧ çeşitli
yönlere⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,384,AblSparkArrowBtn,⟦MSBT:0E000000020002006400⟧Small charge + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Faible charge + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Kurzes
Aufladen + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Carica breve + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Carga leve + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,조금 파워 충전＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Küçük şarj + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,385,AblSparkLaserBtn,⟦MSBT:0E000000020002006400⟧Medium charge + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Charge moyenne
+ ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Mittleres
Aufladen + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Carica media + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Carga media + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,적당히 파워 충전＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Orta şarj + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,386,AblSparkCannonBtn,⟦MSBT:0E000000020002006400⟧Full charge + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Pleine charge + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Langes
Aufladen + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006400⟧Carica completa + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006000⟧Carga plena + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,많이 파워 충전＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Tam şarj + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,387,AblSparkBarrierBtn,"⟦MSBT:0E000000020002006400⟧Created by 
Charge Power⟦MSBT:0E000000020002006400⟧","Créé pendant
la charge","Entsteht durch
""Elektrisch aufladen""","⟦MSBT:0E000000020002006400⟧Si crea con Carica
elettrica⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Se crea durante
la carga⟦MSBT:0E000000020002006400⟧","적당히 파워 충전하면
발생","⟦MSBT:0E000000020002006400⟧Güç Şarjıyla
oluşturulur⟦MSBT:0E000000020002006400⟧"
PauseMenu.msbt,388,#AblSpear,,,,,,,
PauseMenu.msbt,389,AblSpearAttack,Spear Thrust,Percée,Speerstoß,⟦MSBT:0E000000020002005000⟧Affondo⟦MSBT:0E000000020002006400⟧,Lanzada,찌르기,⟦MSBT:0E000000020002004E00⟧Mızrak Saplaması⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,390,AblSpearAttackBack,Back Thrust,Percée arrière,Rückwärtsstoß,⟦MSBT:0E000000020002005000⟧Affondo indietro⟦MSBT:0E000000020002006400⟧,Lanzada con giro,뒤에서 찌르기,Geri Saplama
PauseMenu.msbt,391,AblSpearAttackUpper,Skyward Thrust,Percée verticale,Aufwärtsstoß,⟦MSBT:0E000000020002005000⟧Affondo verso l'alto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Lanzada ascendente⟦MSBT:0E000000020002006400⟧,하늘로 찌르기,Göğe İtiş
PauseMenu.msbt,392,AblSpearAttackUnder,Moon Drop,⟦MSBT:0E000000020002006000⟧Percée plongeante⟦MSBT:0E000000020002006400⟧,Spiralstoß,⟦MSBT:0E000000020002005000⟧Luna calante⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Lanzada descendente⟦MSBT:0E000000020002006400⟧,문 드롭,Ay Düşüşü
PauseMenu.msbt,393,AblSpearThrow,Spear Throw,Lancer,Speerwurf,Scaglia lancia,"⟦MSBT:0E000000020002006400⟧Lanzamiento
  en carrera⟦MSBT:0E000000020002006400⟧",창 던지기,Mızrak Atışı
PauseMenu.msbt,394,AblSpearThrowShot,Spear Barrage,Lancer aérien,Speerhagel,Raffica di lance,⟦MSBT:0E000000020002005F00⟧Aluvión de lanzas⟦MSBT:0E000000020002006400⟧,연속 창 던지기,Mızrak Yağmuru
PauseMenu.msbt,395,AblSpearRushAttack,Multispear Attack,Attaque multiple,Speersturm,Affondo multiplo,⟦MSBT:0E000000020002005F00⟧Ataque multilanza⟦MSBT:0E000000020002006400⟧,"백련 찌르기
～급소 공격",Çoklu Mızrak
PauseMenu.msbt,396,AblSpearHelicopter,Spear Copter,Lance hélice,Speer-Propeller,Lanciacottero,⟦MSBT:0E000000020002005F00⟧Lanzacóptero⟦MSBT:0E000000020002006400⟧,창 헬리콥터,⟦MSBT:0E000000020002005400⟧Mızrak Helikopteri⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,397,AblSpearAttackWater,⟦MSBT:0E000000020002006000⟧Underwater Thrust⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Percée
(sous-marine)⟦MSBT:0E000000020002006400⟧",Unterwasserstoß,⟦MSBT:0E000000020002004600⟧Affondo sub⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005E00⟧Lanzada submarina⟦MSBT:0E000000020002006400⟧,수중 찌르기,⟦MSBT:0E000000020002006000⟧Su Altı İtişi⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,398,AblSpearAttackWaterUpper,Surface Thrust,"⟦MSBT:0E000000020002006400⟧Percée verticale
(sous-marine)⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002006100⟧Wasser-Speerstoß⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004600⟧Affondo sub verso l'alto⟦MSBT:0E000000020002006400⟧,Lanzada acuática,수면 찌르기,Yüzey İtişi
PauseMenu.msbt,399,AblSpearAttackWaterUnder,⟦MSBT:0E000000020002003E00⟧Underwater Downward Thrust⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006000⟧Percée plongeante
(sous-marine)⟦MSBT:0E000000020002006400⟧",Abwärts-Harpune,⟦MSBT:0E000000020002003F00⟧Affondo sub verso il basso⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005E00⟧Lanzada submarina
     descendente⟦MSBT:0E000000020002006400⟧",수중 아래찌르기,⟦MSBT:0E000000020002003E00⟧Su Altı Aşağı Saplama⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,400,#AblSpearBtn,,,,,,,
PauseMenu.msbt,401,AblSpearAttackBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
