ID,English,French,German,Italian,Spanish,Original Turkish,Revised Turkish,Status,Reason
0x1789,"If your aim is to save <color=0003>Mario</color>,<br>there's but one way to do it:<hr>capture each Boo and slowly<br>weaken the group's power!","Si ton but est de sauver <color=0003>Mario</color>,<br>il n'y a qu'une solution...<hr>Capture les Boos un par un pour<br>saper la puissance du groupe.","Wenn dir wirklich etwas daran<br>liegt, <color=0003>Mario</color> zu befreien, gibt es<hr>nur eine einzige Möglichkeit:<br>Du musst jeden einzelnen Buu Huu<hr>fangen und so die Kraft der<br>gesamten Gruppe schwächen.","Se vuoi salvare <color=0003>Mario</color>, c'è solo un modo<br>per riuscirci: catturare ogni Boo<hr>e indebolire gradualmente il loro<br>gruppo!","Para salvar a <color=0003>Mario</color>, lo único que puedes<br>hacer es ir capturando a los Boos y así<hr>debilitar al resto del grupo.","<color=0003>Mario</color>'yu kurtarmak istiyorsan,<br>bunun tek bir yolu var:<hr>her bir Boo'yu yakalayıp yavaş yavaş<br>grubun gücünü azaltmak!","<color=0003>Mario</color>'yu kurtarmak istiyorsan,<br>bunun tek bir yolu var:<hr>her bir Boo'yu yakalayıp yavaş yavaş<br>grubun gücünü azaltmak!",KORUNDU,
0x178A,"But Boos, as their name implies,<br>like to hide and then jump out<hr>to scare people. You've got your<br>work cut out finding 'em...",Mais les Boos aiment se cacher et<br>surgir pour faire peur aux gens.<hr>Pas évident de les trouver...,"Buu Huus verstecken sich gerne,<br>um herauszuspringen und Leute<hr>zu erschrecken. Du wirst dich ganz<br>schön ins Zeug legen müssen,<hr>um sie aufzuspüren.","Ma ai Boo, come è noto, piace<br>nascondersi e poi apparire<hr>d'improvviso per spaventare la gente.<br>Non sarà facile trovarli...","Pero ten en cuenta que a los Boos,<br>como su nombre sugiere, les gusta<hr>esconderse y aparecer de repente para<br>dar sustos. Tendrás que buscar bien... ","Ama Boo'lar, adlarından da<br>anlaşılacağı gibi,<br>saklanıp sonra da ansızın çıkıp<hr>insanları korkutmayı sever. Onları<br>bulmak<br>kolay olmayacak...","Ama Boo'lar, adlarından da<br>anlaşılacağı gibi,<br>saklanıp sonra da ansızın çıkıp<hr>insanları korkutmayı sever. Onları<br>bulmak<br>kolay olmayacak...",KORUNDU,
0x178B,"Heh heh heh. Don't get all<br>down in the mouth, my boy!<hr>That <color=0002>Game Boy Horror</color> I gave you<br>has a secret function!","Hé, mais attends !<hr>Je ne t'ai pas parlé de la fonction<br>secrète du <color=0002>Game Boy Horror</color>...","Hihihi! Doch keine Sorge, du<br>bist nicht völlig auf dich allein<hr>gestellt! Der <color=0002>Game Boy Horror</color>,<br>den ich dir gab, verfügt über eine<hr>geheime Funktion!","Eh eh eh. Non crucciarti troppo,<br>ragazzo! Quel <color=0002>Game Boy Horror</color><hr>che ti ho dato ha una funzione segreta!","Una cosa, majete:<hr>aún no hemos hablado del dispositivo<br>secreto de la <color=0002>Game Boy Horror</color>.","Heh heh heh. Hemen surat asma,<br>evlat!<hr>Sana verdiğim <color=0002>Game Boy Horror</color>'ın<br>gizli bir işlevi var!","Heh heh heh. Hemen surat asma,<br>evlat!<hr>Sana verdiğim <color=0002>Game Boy Horror</color>'ın<br>gizli bir işlevi var!",KORUNDU,
0x178C,"I knew it'd come in handy one<br>day, so I developed it secretly.<hr>I call it the <color=0002>Boo Radar</color>!","Je savais que ça servirait, c'est<br>pour ça que je l'ai mise au point.<hr>C'est le <color=0002>Radar à Boos</color>.","Ich wusste, dass wir sie eines<br>Tages gut gebrauchen könnten.<hr>Deshalb habe ich sie unter höchster<br>Geheimhaltung entwickelt. Die Rede<hr>ist vom einzigartigen <color=0002>Buu-Huu-Radar</color>!","Sapevo che prima o poi sarebbe<br>stata utile, quindi l'ho sviluppata<hr>in tutta segretezza... Parlo della<br>funzione <color=0002>Radar ScovaBoo</color>!",Sabía que algún día sería útil; por eso<br>trabajé en él de manera confidencial.<hr>Lo he bautizado como <color=0002>detector de Boos</color>.,"Bunun bir gün işe yarayacağını<br>biliyordum,<br>o yüzden gizlice geliştirdim.<hr>Adına <color=0002>Boo Radarı</color> diyorum!","Bunun bir gün işe yarayacağını<br>biliyordum,<br>o yüzden gizlice geliştirdim.<hr>Adına <color=0002>Boo Radarı</color> diyorum!",KORUNDU,
0x178D,"The <color=0002>Boo Radar</color> will flash red when<br>something round like a Boo is<hr>hidden nearby. Use it to search<br>everywhere, <color=0003>Luigi</color>!",Le <color=0002>Radar à Boos</color> deviendra rouge<br>si un Boo se trouve à proximité. <hr>Sers-t'en partout où tu vas.,"Der <color=0002>Buu-Huu-Radar</color> blinkt rot, wenn<br>sich ein Buu Huu in unmittelbarer<hr>Nähe versteckt hält. Mit seiner Hilfe<br>kannst du alles absuchen, <color=0003>Luigi</color>!","Quando il <color=0002>Radar ScovaBoo </color>rivela<br>un Boo nelle vicinanze, si accende<hr>una spia rossa. Cerca dappertutto,<br><color=0003>Luigi</color>!","El <color=0002>detector de Boos</color> se pondrá rojo<br>al acercarse a algo redondo,<hr>como los Boos, que esté escondido.<br>Úsalo por todas partes, <color=0003>Luigi</color>.","Yakında Boo gibi yuvarlak bir şey<br>saklıysa <color=0002>Boo Radarı</color> kırmızı yanıp<br>söner.<hr>Her yeri onunla ara,<br><color=0003>Luigi</color>!","Yakında Boo gibi yuvarlak bir şey<br>saklıysa <color=0002>Boo Radarı</color> kırmızı yanıp<br>söner.<hr>Her yeri onunla ara,<br><color=0003>Luigi</color>!",KORUNDU,
0x178E,"All right now, sonny. Don't go<br>tuckering yourself out. Relax, <hr>and just try to get those Boos <br>one at a time. The trick is using<hr>the <color=0001>motion controls</color> and [0008:0000000C]<br>together. Don't forget, now!","Maintenant, écoute-moi, fiston...<br>Ne te laisse pas abattre !<hr>Capture ces Boos l'un après l'autre.<br><hr>Utilise les <color=0001>commandes par mouvements</color><br><color=0001></color>et [0008:0000000C] de façon synchronisée, d'accord ?","So weit, so gut, Kleiner. Doch eines<br>nach dem anderen. Behalte einen<hr>kühlen Kopf und kümmere dich<br>schön der Reihe nach um jeden<hr>einzelnen Buu Huu. Es läuft<br>wie geschmiert, wenn man das<hr>Zusammenspiel von <color=0001>Bewegungs-</color><br><color=0001>steuerung </color>und [0008:0000000C] beherrscht!<hr>Das solltest du nie vergessen!","Bene, giovanotto. Non devi sfinirti però.<br>Rilassati e cerca di prendere quei Boo<hr>uno alla volta. Il trucco sta nell'usare<br>assieme i <color=0001>comandi di movimento</color> e [0008:0000000C].<hr>Non dimenticartelo!","Calma, chaval. No vayas a darte<br>la paliza. Ve tranquilo y cázalos<hr>de uno en uno. El truco está en usar<br>los <color=0001>controles por movimiento</color> y [0008:0000000C] juntos.<hr>¡Que no se te olvide!","Hadi bakalım, oğlum. Kendini çok<br>hırpalama. Sakin ol,<hr>ve o Boo'ları<br>birer birer yakalamaya çalış. İşin püf<br>noktası<hr><color=0001>hareket kontrollerini</color> ve [0008:0000000C]'i<br>birlikte kullanmak. Sakın unutma!","Hadi bakalım, oğlum. Kendini çok<br>hırpalama. Sakin ol ve o Boo'ları<hr>birer birer yakalamaya çalış.<br>İşin püf noktası <color=0001>hareket kontrolleriyle</color><hr>[0008:0000000C] düğmesini birlikte kullanmak.<br>Sakın unutma!",DÜZELTİLDİ,Kontrol simgesine apostrofla ek bağlamak yerine okunabilir “düğmesini” yapısı kullanıldı; satır akışı düzeltildi. [ID eşlemesi çok dilli kaynakla yeniden doğrulandı.]
0x178F,Phew...<br>It's finally connected.,Fiou...<br>C'est enfin connecté.,"Puh, endlich...<br>Die Verbindung steht.","Uff, meno male...<br>Finalmente è connesso.",Uf... Por fin se ha conectado...,Oh be...<br>Sonunda bağlandı.,Oh be...<br>Sonunda bağlandı.,KORUNDU,
0x1790,"I don't know if it's a dream,<br>an illusion, or what-all, but I<hr>surely wouldn't be too happy<br>winning a haunted house!",Je ne sais pas si c'est<br>un rêve ou une illusion...<hr>mais je n'aimerais pas gagner <br>une maison hantée !,"Keine Ahnung, ob es nur ein böser<br>Traum ist, eine Illusion oder<hr>was-auch-immer - aber ich wäre<br>nicht sonderlich, ähem, begeistert,<hr>wenn ich ein Spukhaus gewinnen würde.","Non so se è un sogno, un'illusione<br>o che altro, ma io non sarei tanto<hr>contento di vincere un palazzo<br>infestato dai fantasmi!","No sé si es un sueño, una ilusión o qué,<br>pero yo no estaría tan contento si<hr>hubiera ganado una casa encantada...","Bunun rüya mı,<br>yanılsama mı, ne halt olduğu belli<br>değil ama ben<hr>olsam perili bir ev kazandığıma<br>pek sevinmezdim!","Bunun rüya mı, yanılsama mı,<br>ne olduğu belli değil ama...<hr>Ben olsam perili bir ev kazandığıma<br>pek sevinmezdim!",DÜZELTİLDİ,v6 manuel kontrol: anlam korunurken konuşmacının karakter sesi ve doğal Türkçe ritmi güçlendirildi.
0x1791,"Now that I get a look at you, <br>I just recalled... A guy with a<hr>red hat kind of like yours went<br>up to the mansion without even<hr>stopping to chat...and he never<br>returned. Was he a dream, too?","En te regardant bien, un détail me<br>revient.<hr>Il y a un type qui te ressemblait pas mal,<br>enfin, lui il avait un chapeau rouge...<hr>Bref, il est allé au manoir sans même<br>s'arrêter ici, et je ne l'ai jamais revu.<hr>Était-ce une illusion ? Je ne sais pas.","Wo ich dich so sehe, fällt mir<br>wieder etwas ein... Ein Kerl mit<hr>einer roten Mütze, die deiner<br>ganz ähnlich sah, lief rauf zum<hr>Haus. Er hielt nicht einmal für ein<br>kurzes Pläuschchen... und er kam<hr>auch nicht zurück. Oder habe ich<br>das doch nur geträumt? Ts, ts...",Ora che ti guardo bene... mi fai tornare<br>in mente un tipo con un cappello rosso<hr>simile al tuo. È andato di filato<br>al palazzo senza neanche fermarsi<hr>a parlare. E non è mai tornato.<br>Che me lo sia sognato?,Te estoy viendo y me recuerdas<br>a alguien que llevaba una gorra<hr>roja similar a la tuya. No llegamos<br>a hablar porque pasó muy rápido <hr>hacia la mansión y no ha vuelto... <br>¿Lo habré soñado también?,"Şimdi sana dikkatlice bakınca,<br>az önce aklıma geldi... Seninkine<br>benzeyen<hr>kırmızı şapkalı bir adam konağa çıktı,<br>üstelik durup iki laf bile etmedi...<hr>ve bir daha dönmedi.<br>O da mı rüyaydı?",Şimdi sana dikkatlice bakınca<br>bir şey hatırladım... Seninkine benzeyen<hr>kırmızı şapkalı bir adam konağa doğru<br>gitti; durup iki laf bile etmedi...<hr>ve bir daha dönmedi.<br>O da mı rüyaydı?,DÜZELTİLDİ,“now that I get a look at you” ve yön hareketi doğal Türkçeye düzeltildi.
0x1792,What?,Quoi ?,Wie bitte?,Cosa?,¿Cómo?,Ne?,Ne?,KORUNDU,
0x1793,That guy was your brother?<br>Oh no! That's horrible!,"Ce type était ton frère ?<br>Mon dieu, mais c'est terrible !",Der Kurze war dein Bruder?<br>Oh nein! Wie furchtbar!,Quel tipo era tuo fratello?<br>Oh no! Ma è orribile!,"¿Que era tu hermano?<br>¡Madre mía, qué horror!",O adam senin kardeşin miydi?<br>Aman tanrım! Bu korkunç!,O adam senin kardeşin miydi?<br>Aman tanrım! Bu korkunç!,KORUNDU,
0x1794,He wouldn't stand a chance<br>against those ghosts without my<hr>help! You have to go after him!,Ses chances de survie contre ces<br>fantômes seraient nulles sans mon aide.<hr>Tu dois le sauver !,Ohne meine Hilfe hat er nicht die<br>geringste Chance gegen diese<hr>Geister! Du musst ihm folgen!,Non ha possibilità di scampo contro<br>quei fantasmi senza il mio aiuto!<hr>Devi trovarlo subito!,Pues no tiene nada que hacer contra<br>esos fantasmas sin mi ayuda.<hr>¡Tienes que ir a buscarlo!,Ben yardım etmeden o hayaletlere karşı<br>hiç<br>şansı olmazdı!<hr>Hemen peşinden gitmelisin!,Ben yardım etmeden o hayaletlere karşı<br>hiç<br>şansı olmazdı!<hr>Hemen peşinden gitmelisin!,KORUNDU,
0x1795,"Here's the plan: I'll teach you<br>to deal with ghosts so you can<hr>rescue your brother, <color=0003>Luigi</color>.",Voici le plan : je vais t'apprendre<br>à combattre les fantômes.<hr>C'est ta seule chance de sauver Mario.,"Mir kommt ein Geistesblitz: Ich<br>zeige dir, wie du mit den Geistern<hr>fertig wirst, damit du deinen<br>Bruder retten kannst, <color=0003>Luigi</color>.","Ecco il mio piano: ti insegnerò<br>ad acchiappare i fantasmi,<hr>così potrai salvare tuo fratello,<br><color=0003>Luigi</color>.","Vamos a hacer lo siguiente: voy a<br>enseñarte qué hacer con los espectros<hr>para poder rescatar a tu hermano,<br><color=0003>Luigi</color>.","Plan şu: sana hayaletlerle<br>nasıl başa çıkacağını öğreteceğim ki<hr>kardeşini kurtarabilesin, <color=0003>Luigi</color>.","Plan şu: sana hayaletlerle<br>nasıl başa çıkacağını öğreteceğim ki<hr>kardeşini kurtarabilesin, <color=0003>Luigi</color>.",KORUNDU,
0x1796,The Hidden Mansion,Le manoir caché,Zur versteckten Villa,Palazzo nascosto,A la mansión oculta.,Gizli Konak,Gizli Konak,KORUNDU,
0x1797,Save,Sauvegarder,Speichern,Salva,Guardar,Kaydet,Kaydet,KORUNDU,
0x1798,Heh heh heh! Hello!<br>I'm <color=0003>future Professor E. Gadd</color>!,Hé hé hé ! Bonjour ! Je suis le<br><color=0003>Professeur K. Tastroff du futur</color> !,Hihihi! Hallo! Ich bin <color=0003>Professor</color><br><color=0003>I. Gidd der Zukunft</color>!,"Eh eh eh, salve!<br>Sono il <color=0003>professor Strambic del futuro</color>!","¡Je, je, je! ¡Hola, soy el <color=0003>profesor Fesor</color><br><color=0003>del futuro</color>!",Heh heh heh! Merhaba!<br>Ben <color=0003>gelecekteki Profesör E. Gadd</color>'ım!,Heh heh heh! Merhaba!<br>Ben <color=0003>geleceğin Profesör E. Gadd</color>'ıyım!,DÜZELTİLDİ,"v6 manuel kontrol: Türkçe dilbilgisi, ek kullanımı veya anlatım bozukluğu düzeltildi."
0x1799,Allow me to introduce this green<br>doppelgänger. I call him <color=0003>Gooigi</color>!,Laisse-moi te présenter ton sosie.<br>Voici <color=0003>Gluigi</color> !,Darf ich euch diesen grünen<br>Doppelgänger vorstellen?<hr>Ich nenne ihn... <color=0003>Fluigi</color>!,"Vi presento <color=0003>Gommiluigi</color>, un sosia tutto<br>verde del nostro comune amico!","Luigi, permíteme que te presente<br>a tu otro yo: ¡<color=0003>Gomiluigi</color>!",Şu yeşil dublörü tanıştırayım.<br>Ona <color=0003>Gooigi</color> diyorum!,Şu yeşil dublörünle tanış.<br>Adını <color=0003>Jöluigi</color> koydum!,DÜZELTİLDİ,"v6 manuel kontrol: kaynak metindeki kelime oyunu/üslup, diğer Avrupa yerelleştirmeleri de dikkate alınarak Türkçede yeniden kuruldu."
0x179A,"I created him in your likeness. He's also<br>skilled with the <color=0002>Poltergust</color>, like you!","Je l'ai créé pour qu'il te ressemble,<br>alors il sait se servir d'un <color=0002>Ectoblast</color> !",Er ist dir sehr ähnlich. Er bedient den<br><color=0002>Schreckweg</color> so geschickt wie du!,"È tale e quale a te, Luigi! E anche lui<br>sa usare perfettamente il <color=0002>Poltergust</color>!",Lo he creado a tu imagen y semejanza.<br>¡Incluso tiene su propia <color=0002>Succionaentes</color>!,Onu seni örnek alarak yarattım. O da<br>tıpkı senin gibi <color=0002>Poltergust</color><br>kullanmakta yetenekli!,Onu seni örnek alarak yarattım. O da<br>tıpkı senin gibi <color=0002>Poltergust</color><br>kullanmakta yetenekli!,KORUNDU,
0x179B,"However, if I'm being honest, he still needs<br>a little...testing.","Par contre, pour être franc avec toi,<br>il a encore besoin d'être... testé.","Nur... wenn ich ehrlich bin, müsste<br>man ihn noch ein bisschen... testen.","Anche se, in tutta onestà, ha ancora<br>bisogno di un po' di rodaggio...","Pero, para ser sincero, aún no está<br>listo del todo.","Ama dürüst olmam gerekirse, onun hâlâ<br>biraz<br>...teste ihtiyacı var.","Ama doğrusu,<br>hâlâ biraz... test istiyor.",DÜZELTİLDİ,"v6 manuel son geçiş: metin kutusu genişliği, kaynak anlamı ve karakter tonu birlikte kontrol edilerek kısaltılıp doğallaştırıldı."
0x179C,Which is why I'm talking to you!,Et c'est pourquoi j'ai besoin de toi !,Das ist der Grund dieser Unterhaltung!,Ecco perché mi rivolgo a voi!,¡Y por eso os estaba buscando!,İşte bu yüzden seninle konuşuyorum!,İşte bu yüzden seninle konuşuyorum!,KORUNDU,
0x179D,I'm outsourcing testing for <color=0003>Gooigi </color>to you<br>and <color=0003>past me</color>. Isn't time travel great?,"Je vous laisse le soin de tester<br><color=0003>Gluigi</color>, toi et mon <color=0003>moi du passé </color>!","Ich möchte, dass <color=0003>Fluigi </color>von dir und<br>meinem <color=0003>früheren Ich </color>getestet wird.<hr>Toll, was Zeitreisen ermöglichen, was?",Vorrei che foste tu e il <color=0003>me stesso del</color><br><color=0003>passato </color>a occuparvi di lui...,Quiero endosaros a mi <color=0003>yo del pasado</color> y<br>a ti el control de calidad de <color=0003>Gomiluigi</color>.,<color=0003>Gooigi </color>için test işini sana<br>ve <color=0003>geçmişteki bana</color> devrediyorum. Zaman<br>yolculuğu harika değil mi?,<color=0003>Jöluigi </color>için test işini sana<br>ve <color=0003>geçmişteki bana</color> devrediyorum.<br>Zaman yolculuğu harika değil mi?,DÜZELTİLDİ,"v6 manuel kontrol: kaynak metindeki kelime oyunu/üslup, diğer Avrupa yerelleştirmeleri de dikkate alınarak Türkçede yeniden kuruldu."
0x179E,Take good care of <color=0003>Gooigi</color>!,Prends bien soin de <color=0003>Gluigi</color> !,Gib schön auf <color=0003>Fluigi </color>Acht!,Abbiate cura di <color=0003>Gommiluigi</color>!,¡Cuidad bien de él!,<color=0003>Gooigi</color>'ye iyi bak!,<color=0003>Jöluigi</color>'ye iyi bak!,DÜZELTİLDİ,"v6 manuel kontrol: kaynak metindeki kelime oyunu/üslup, diğer Avrupa yerelleştirmeleri de dikkate alınarak Türkçede yeniden kuruldu."
0x179F,<color=0003>Me from the future </color>calling me out of<br>the blue... I didn't expect that!,Mon <color=0003>moi du futur</color> qui m'appelle comme<br>ça... Je m'y attendais pas !,<color=0003>Mein zukünftiges Ich </color>meldet sich...<br>Das kommt sehr überraschend!,Il<color=0003> me del futuro </color>che mi contatta<br>all'improvviso... E chi se lo aspettava?,"Que mi <color=0003>yo del futuro </color>me llamara así, de<br>repente... ¡eso sí que no me lo esperaba!",<color=0003>Gelecekteki ben</color> pat diye beni aradı...<br>Bunu hiç beklemiyordum!,<color=0003>Gelecekteki ben</color> pat diye beni aradı...<br>Bunu hiç beklemiyordum!,KORUNDU,
0x17A0,"It is quite an invention. I'd expect<br>nothing less from the <color=0003>future me</color>!<hr>And if future me has asked for<br>our help, we have to oblige!","Quelle invention ! Je n'en attendais pas<br>moins de la part de mon <color=0003>moi du futur</color>.<hr>Et si mon moi du futur nous a demandé<br>de l'aide, alors nous devons l'aider !","Diese Erfindung ist beeindruckend,<br>aber ich hätte von meinem <color=0003>zukünftigen</color><hr><color=0003>Ich </color>auch nicht weniger erwartet.<br>Und was den Wunsch von <color=0003>I. Gidd</color><hr><color=0003>der Zukunft </color>betrifft... den müssen<br>wir erfüllen!","È un'invenzione fantastica!<br><hr>D'altronde, non mi aspettavo niente<br>di meno dal <color=0003>me stesso del futuro</color>!<hr>E se lui ha bisogno del nostro aiuto,<br>non possiamo che accettare!","Menuda invención. ¡No esperaba menos<br>de mi <color=0003>yo del futuro</color>!<hr>Y si mi futuro yo necesita ayuda,<br>¡no podemos defraudarle!","Cidden müthiş bir icat. Zaten<br><color=0003>gelecekteki benden</color> aşağısı<br>beklenmezdi!<hr>Hem gelecekteki ben yardımımızı<br>istediyse,<br>mecburen yardım edeceğiz!","Cidden müthiş bir icat. Zaten<br><color=0003>gelecekteki benden</color> aşağısı<br>beklenmezdi!<hr>Hem gelecekteki ben yardımımızı<br>istediyse, yardım etmek boynumuzun<br>borcu!",DÜZELTİLDİ,v6 manuel kontrol: anlam korunurken konuşmacının karakter sesi ve doğal Türkçe ritmi güçlendirildi.
