ID,English,Dutch,French,German,Italian,Spanish,Turkish
0x17E3,"Well done, <color=0003>Luigi</color>!<br>Don't let your guard down, though!<hr>Look! They are coming...",,"Bien joué, <color=0003>Luigi</color> !<br>Par contre, ne baisse pas ta garde !<hr>Regarde, les voilà...","Gut gemacht, <color=0003>Luigi</color>! Aber immer<br>schön auf der Hut bleiben!<hr>Guck, da! Sie kommen...","Ottimo lavoro, <color=0003>Luigi</color>! Non abbassare<br>la guardia, però!<hr>Occhio! Ne arrivano altri...","¡Buen trabajo, <color=0003>Luigi</color>!<br>Pero no bajes la guardia.<hr>¡Que vienen!","Aferin, <color=0003>Luigi</color>!<br>Ama gardını düşürme!<hr>Bak! Geliyorlar..."
0x17E4,"Catching ghosts means using<br>the flashlight and the<hr><color=0002>Poltergust 3000</color> as a team,<br>you get me, young feller?",,"Pour attraper des fantômes,<br>tu dois te servir de deux choses.<hr>La lampe de poche, et l'<color=0002>Ectoblast 3000</color>.<br>Tu me comprends, mon p'tit ?","Erfolgreiche Geisterjagd setzt<br>die kombinierte Verwendung<hr>von Taschenlampe und<br><color=0002>Schreckweg 08/16</color> voraus!<hr>Hast du gehört, Kleiner?","Per acchiappare i fantasmi devi usare<br>sia la torcia che il <color=0002>Poltergust 3000</color>.<hr>Sono essenziali tutti e due, chiaro?","Para atrapar fantasmas, necesitas<br>combinar bien dos cosas:<hr>la <color=0002>Succionaentes 3000</color> y la linterna,<br>¿lo entiendes, chaval?","Hayalet yakalamak için el feneriyle<br><color=0002>Poltergust 3000</color>'i birlikte<hr>kullanmalısın. Anladın mı, delikanlı?"
0x17E5,That'll do!,,Ça fera l'affaire !,Das macht ihnen zu schaffen!,Può bastare!,¡Bien hecho!,Bu kadar yeter!
0x17E6,"Well, how many did you get?",,"Alors, combien en as-tu attrapé ?","Und - wie viele hast du,<br>nun ja, eingesackt?","Beh, quanti ne hai presi?","Bueno, ¿cuántos has atrapado?","Bakalım, kaç tane yakaladın?"
0x17E7,"Awwwww, you didn't get ANY?!",,Quoi ! Tu n'en as attrapé AUCUN ???,Waaas - keinen einzigen?!?,"Oh, NEANCHE UNO?!",¿Cómo? ¿Que no has pillado ni uno?,"Aaa, hiç mi yakalayamadın?!"
0x17E8,"My, my. Just one out of ten...<br>Pretty poor.",,Seulement un sur les dix ?<br>Mais que s'est-il passé ?!,Oh Schreck! Nur einer von zehn!<br>Das ist recht mager!,Oh cielo! Solo uno. Scarso!,Pero... ¿solo uno de diez? ¡Qué poco!,Vay vay. On taneden yalnızca biri...<br>Oldukça zayıf.
0x17E9,Only two out of ten?<br>That's no good.,,Deux sur dix seulement ?<br>Pas terrible.,Nur zwei von zehn?<br>Das ist recht wenig.,Solo due? Così non va!,¿Solo dos de diez? Eso es poca cosa.,On taneden sadece ikisi mi?<br>Bu pek iyi değil.
0x17EA,Three out of ten?<br>You can do better.,,Trois sur dix ?<br>Tu peux mieux faire...,"Drei von zehn? Ich glaube,<br>das kannst du besser.",Tre? Puoi fare di più.,¿Tres de diez? Tú puedes hacerlo mejor.,On taneden üçü mü?<br>Daha iyisini yapabilirsin.
0x17EB,Hmm... Four out of ten ghosts.<br>Not so bad.,,Hmm... Quatre sur dix ?<br>Pas si mal...,Nun ja... vier von zehn Geistern.<br>Gar nicht mal so übel.,Quattro fantasmi... non male!,Mmm... Cuatro fantasmas de diez. <br>No está mal.,Hmm... On hayaletten dördü.<br>Fena sayılmaz.
0x17EC,"Five out of ten ghosts, huh?<br>You're getting the hang of it, <color=0003>Luigi</color>!",,"Cinq sur dix ? Tu commences à<br>prendre le coup de main, <color=0003>Luigi</color>.","Fünf von zehn Geistern, ja?<br>Du hast den Dreh raus, <color=0003>Luigi</color>!","Cinque fantasmi, eh? Hai capito<br>la tattica, <color=0003>Luigi</color>!","Cinco fantasmas de diez.<br>¡Le vas pillando el tranquillo, <color=0003>Luigi</color>!","Beş mi?<br>Demek işin mantığını kavrıyorsun,<br><color=0003>Luigi</color>!"
0x17ED,"Six out of ten ghosts?<br>Well done, <color=0003>Luigi</color>!",,"Six fantômes sur dix ?<br>Bien joué, <color=0003>Luigi</color> !","Sechs von zehn Geistern?<br>Prima, <color=0003>Luigi</color>!","Sei fantasmi? Bene, <color=0003>Luigi</color>!","¿Seis fantasmas de diez?<br>¡Muy bien, <color=0003>Luigi</color>!","On hayaletten altı mı?<br>Aferin, <color=0003>Luigi</color>!"
0x17EE,"Hey, seven out of ten ghosts!<br>That's how to do it, <color=0003>Luigi</color>!",,"Quoi, sept fantômes sur dix ?<br>Tu m'épates, <color=0003>Luigi</color> !","Hey, sieben von zehn Geistern!<br>Das läuft ja wie am Schnürchen, <color=0003>Luigi</color>!","Ehi, sette fantasmi! Così si fa!<br>Bravo <color=0003>Luigi</color>!","¡Eh, siete fantasmas de diez!<br>¡Así se hace, <color=0003>Luigi</color>!","Hey, on hayaletten yedisi!<br>İşte böyle olur, <color=0003>Luigi</color>!"
0x17EF,"Yowzer, eight out of ten ghosts!<br>Go get those ghouls, <color=0003>Luigi</color>!",,"Huit sur dix ? Ouah, ça commence<br>à être l'usine ici, <color=0003>Luigi</color> !","Meine Güte, acht von zehn<br>Geistern! Weiter so, <color=0003>Luigi</color>!","Benissimo! Otto fantasmi!<br>Acchiappali tutti, <color=0003>Luigi</color>!","¡Campeón, ocho fantasmas de diez!<br>¡Me dejas anonadado, <color=0003>Luigi</color>!","Vay canına, on hayaletten sekizi!<br>Git de o hortlakları avla, <color=0003>Luigi</color>!"
0x17F0,"Whoo-hoo! Nine out of ten<br>ghosts! Excellent, <color=0003>Luigi</color>!",,"Neuf sur dix ? Excellent !<br>Il n'y a pas d'autre mot, <color=0003>Luigi</color> !","Waaahnsinn! Neun von zehn Geistern!<br>Ganz ausgezeichnet, <color=0003>Luigi</color>!","Stupendo! Nove fantasmi!<br>Eccellente, <color=0003>Luigi</color>!","¡Madre mía! ¡Nueve de diez!<br>¡Bravo, <color=0003>Luigi</color>!","Vuhuu! On hayaletten dokuzu!<br>Mükemmel, <color=0003>Luigi</color>!"
0x17F1,"WOW! Ten out of ten ghosts!<br>Positively dazzling, <color=0003>Luigi</color>!",,"Dix fantômes ? <color=0003>Luigi</color>, c'est tout<br>simplement incroyable !","WOW! Zehn von zehn Geistern!<br>Ich bin entzückt, <color=0003>Luigi</color>!","Fenomenale! Dieci fantasmi!<br>Sono contento, <color=0003>Luigi</color>!","¡Vaya! ¡Diez fantasmas de diez!<br>¡No tengo palabras, <color=0003>Luigi</color>!","VAY! On hayaletten on tanesi!<br>Kusursuz iş, <color=0003>Luigi</color>!"
0x17F2,I'd say you're ready to look<br>for your brother now!,,Tu m'as l'air équipé et fin prêt à<br>secourir ton frère maintenant.,"Ich denke, du bist jetzt bereit,<br>deinen Bruder zu suchen!",Direi che ora sei pronto per andare<br>a cercare tuo fratello!,Yo creo que ya estás listo para ir a por<br>tu hermano.,Bence artık kardeşini aramaya<br>hazırsın!
0x17F3,That's the vacuum cleaner I<br>engineered to catch ghosts.<hr>I call it...this is genius...<br>the <color=0002>Poltergust 3000</color>! It can<hr>suck up all kinds of things.<br>Let 'er rip!,,"J'ai conçu cet aspirateur pour<br>chasser les fantômes.<hr>Je l'ai baptisé <color=0002>Ectoblast 3000 </color>!<br>Génial, non ?<hr>Tu peux aspirer plein de trucs avec<br>et même parfois en recracher ! Waouw !","Dies ist der Staubsauger, den<br>ich zur Geisterjagd entwickelt<hr>habe. Ich nenne ihn - das ist<br>genial - <color=0002>Schreckweg 08/16</color>!<hr>Er schluckt alles Mögliche und<br>Unmögliche! Wirf ihn mal an!",È l'aspirapolvere che ho messo a punto<br>per acchiappare i fantasmi.<hr>L'ho chiamato... è fenomenale...<br>è il <color=0002>Poltergust 3000</color>!<hr>Aspira di tutto! Prova!,Esa es la aspiradora que creé para<br>cazar espíritus. Es... mi genial...<hr>¡<color=0002>Succionaentes 3000</color>! No hay ente<br>que se le resista. ¡Al ataque!,"İşte bu, hayalet yakalamak için<br>tasarladığım süpürge.<hr>Adı... dâhiyane bir isim...<br><color=0002>Poltergust 3000</color>! Her türlü şeyi<hr>içine çekebilir.<br>Haydi, çalıştır bakalım!"
0x17F4,"Use [0019:00000008,00000006] to vacuum and the<br><color=0001>motion controls</color> to change<hr>your direction.",,"Utilise [0019:00000008,00000006] pour aspirer et les<br><color=0001>commandes par mouvements</color><hr>pour changer d'orientation.","Halte [0019:00000008,00000006] gedrückt, um zu saugen<br>und ändere deine Richtung mithilfe<hr>der <color=0001>Bewegungssteuerung</color>.","Usa [0019:00000008,00000006] per aspirare e i <color=0001>comandi</color><br><color=0001>di movimento</color> per cambiare direzione.","Aspira con [0019:00000008,00000006] y usa los <color=0001>controles</color><br><color=0001>por movimiento</color> para desplazarte.","[0019:00000008,00000006] ile süpür;<br>yönünü değiştirmek için de<hr><color=0001>hareket kontrollerini</color> kullan."
0x17F5,No matter how strong you think<br>your brother is...,,Aussi fort que puisse <br>être ton frère...,"Ganz gleich, für wie stark du<br>deinen Bruder hältst...","Tuo fratello può essere anche molto<br>forte, ma...",Por muy fuerte que sea tu hermano... ,Kardeşinin ne kadar güçlü<br>olduğunu düşünürsen düşün...
0x17F6,Ghosts are mysterious beings...<br>They can't be caught using<hr>conventional means. ,,Les fantômes sont mystérieux.<hr>On ne peut les attraper avec<br>des moyens conventionnels.,Geister sind recht rätselhaft...<br>Auf herkömmliche Weise kann<hr>man sie nicht fangen.,"I fantasmi sono esseri misteriosi,<br>è impossibile prenderli con mezzi<hr>convenzionali. ",Los fantasmas son seres enigmáticos...<hr>No se les puede atrapar con<br>los métodos convencionales.,Hayaletler gizemli varlıklardır...<br>Alışıldık yollarla yakalanamazlar.
0x17F7,So you'd better use this! It's<br>the only way to foil 'em!<hr>This is the only thing they fear!,,C'est pourquoi tu devrais utiliser ceci.<br>C'est la seule chose qu'ils craignent !,Also solltest du das hier einsetzen!<br>Nur so kannst du sie bezwingen!<hr>Davor fürchten sie sich maßlos!,Quindi devi usare questo! È l'unico<br>modo per incastrarli!<hr>È l'unica cosa che temono!,Más vale que uses esto.<hr>Es la única cosa con la que podrás<br>atraparlos y ¡lo único que les da pánico!,"O yüzden bunu kullansan iyi olur! Bu,<br>onları alt etmenin tek yolu!<hr>Korktukları tek şey de bu!"
0x17F8,"Or something to that effect...<br>Ahem! Well, how's about we<hr>start your training?",,Et si on commençait ton entraînement ?<hr>Tu vas devenir un vrai<br>chasseur de fantômes !,"Oder so ähnlich...<br>Hä-ähem! Nun ja, was hältst<hr>du davon, wenn wir nun mit<br>deinem Training beginnen?","O quasi... Mhm! Beh, che ne dici<br>di iniziare il tuo allenamento?","Eh... para eso está pensada...<hr>Ejem... bueno, ¿y si empezamos<br>con las prácticas?","Ya da ona benzer bir şey...<br>Öhöm! Ne dersin, şimdi<hr>eğitimine başlayalım mı?"
0x17F9,"Fine, fine. Looks like you worked<br>up quite a sweat there. ",,Rien de tel qu'une bonne <br>formation pour assurer...,"Fein, fein! Du bist ganz schön<br>ins Schwitzen gekommen, was?","Bene, bene. Sembra che ti sia<br>dato un gran daffare. ","Muy bien, muy bien. Te has esforzado<br>bastante, sí, sí.","Tamam, tamam. Galiba epey<br>ter döktün."
0x17FA,"How about a little cool-down<br>in the gallery? I'm quite proud<hr>of it, you know...",,Repose-toi un peu. Je vais te montrer<br>la galerie. J'en suis assez fier.<hr>C'est par là...,"Was hältst du von einer kurzen<br>Verschnaufpause in der<hr>Galerie? Ich bin besonders<br>stolz auf sie, weißt du...","Che ne dici di fare un giretto nella<br>galleria? Ne vado molto fiero, sai...",¿Y si nos relajamos un rato en<br>la galería?<hr>Es que me siento orgulloso de ella... ,"Galeride biraz dinlenmeye<br>ne dersin? Orayla epey gurur<hr>duyuyorum, bilirsin..."
0x17FF,"<color=0003>Luigi</color>, that was a sorry<br>effort! Why, I bet your brother<hr>would be laughing fit to split<br>if he saw you. Try again from<hr>the beginning, OK? ",,"Quel dommage, <color=0003>Luigi</color> ! Si ton frère<br>te voyait, il se moquerait bien de toi.<hr>Tu ferais mieux de recommencer.<br>Tu es prêt ?","<color=0003>Luigi</color>, das war aber gar nichts!<br>Für so eine Vorstellung würde<hr>dich dein Bruder auslachen!<br>Fang noch mal von vorn an ja?","<color=0003>Luigi</color>, sei stato penoso! Scommetto<br>che tuo fratello ti prenderebbe molto<hr>in giro se ti avesse visto. Riprova<br>dall'inizio, va bene?","<color=0003>Luigi</color>, menudo espectáculo has dado.<br>Si te viera tu hermano...<hr>¿Por qué no vuelves a intentarlo, anda? ","<color=0003>Luigi</color>, bu çok acınası<br>bir denemeydi! Kardeşin görse<hr>kahkahadan ikiye katlanırdı.<br>Hadi, baştan bir daha dene,<hr>tamam mı?"
0x1800,Select the light type!,,Choisis le type de lampe !,Wähle die Leuchtart!,Seleziona il tipo di torcia!,Elige linterna.,Işık türünü seç!
0x1801,"So, if you use [0008:00000001] to shine<br>the powerful strobe light,<hr>you can stun the ghosts for a bit.<br>Then it's time to vacuum!",,"Maintiens [0008:00000001] pour charger<br>le Spectroflash, puis relâche-le !<hr>Les fantômes seront éblouis, et tu<br>pourras en profiter pour les aspirer !","Wenn du mithilfe von [0008:00000001] Geister mit<br>einem hellen Stroboblitz blendest,<hr>sind sie kurz bewegungsunfähig.<br>Dann sofort lossaugen!","Bene, se usi [0008:00000001] per proiettare un<br>potente fascio di luce stroboscopica,<hr>puoi stordire i fantasmi per un breve<br>attimo. Ed è allora che devi aspirarli!",Pulsa [0008:00000001] para usar la estrobombilla y así<br>aturdir a los fantasmas.<hr>¡En ese momento podrás aspirarlos!,[0008:00000001] ile Flaşampulün güçlü ışığını<br>patlatırsan hayaletler kısa süreliğine<hr>sersemler. İşte o an süpürgeyi çalıştır!
0x1802,"While vacuuming with [0019:00000008,00000006],<br>slide [0008:0000000C] in the opposite<hr>direction to bring 'em in!",,"Tout en aspirant avec [0019:00000008,00000006], déplace [0008:0000000C]<br>dans la direction opposée.<hr>Comme ça, tu attireras le fantôme<br>vers toi !","Während des Saugens mithilfe<br>von [0019:00000008,00000006] musst du [0008:0000000C] in die<hr>entgegengesetzte Richtung<br>bewegen, um einen Geist<hr>aufzusaugen!","Mentre aspiri con [0019:00000008,00000006], muovi [0008:0000000C]<br>nella direzione opposta a quella<hr>del fantasma!","Mientras aspiras con [0019:00000008,00000006], mueve [0008:0000000C] en<br>sentido contrario para atraparlos.","[0019:00000008,00000006] ile süpürürken,<br>[0008:0000000C] ters yöne iterek onları<hr>kendine çek!"
0x1803,"Try to get as close as possible before<br>flashing the light.<hr>The moment you see a ghost's heart,<br>vacuum 'em right up!",,"Essaie de t'approcher le plus possible<br>avant d'utiliser le Spectroflash !<hr>Dès que tu vois le cœur d'un fantôme,<br>aspire-le !","Versuche so nah wie möglich an<br>einen Geist heranzukommen,<hr>bevor du ihn blendest. Sobald<br>du das Herz eines Geists sehen<hr>kannst, kannst du ihn aufsaugen!","Cerca di avvicinarti il più possibile<br>prima di usare la torcia.<hr>Non appena vedi il cuore dello spettro,<br>quello è il momento di aspirarlo!","Intenta acercarte bien antes de<br>alumbrar a los fantasmas.<hr>En cuanto veas su corazón, ¡aspira!","Işığı çakmadan önce olabildiğince<br>yaklaş.<hr>Hayaletin kalbini gördüğün an,<br>hemen içine çek!"
0x1804,"Catching ghosts means using<br>the strobe and the <color=0002>Poltergust 3000</color> <hr>together. You get me, young feller?",,"Pour attraper des fantômes,<br>tu dois te servir de deux choses.<hr>Le Spectroflash, et l'<color=0002>Ectoblast 3000</color>.<br>Tu me comprends, mon p'tit ?","Erfolgreiche Geisterjagd setzt die<br>kombinierte Verwendung von<hr>Stroboblitz und <color=0002>Schreckweg 08/16</color><br><color=0002></color>voraus! Hast du gehört, Kleiner?","Per catturare gli spettri, devi usare<br>lo Strobobulbo e il <color=0002>Poltergust 3000</color><hr><color=0002></color>insieme. Hai capito, mio giovane<br>amico?","Para atrapar fantasmas, hace falta<br>coordinar bien dos cosas:<hr>la estrobombilla y la <color=0002>Succionaentes</color><br><color=0002>3000</color>. ¿Entendido, jovenzuelo?","Hayalet yakalarken Flaşampul ile<br><color=0002>Poltergust 3000</color>'i birlikte<hr>kullanacaksın. Anladın mı, evlat?"
0x1805,"Get two or more at the same time, and<br>something good may happen!<hr>Heh heh heh...",,"Attrapes-en deux ou plus à la fois,<br>si tu peux !<hr>Qui sait, tu pourrais avoir une bonne<br>surprise ! Hé hé...","Wenn du mehrere Geister auf<br>einen Schlag aufsaugst, wird<hr>das belohnt! Hihihi...",Catturane almeno due nello stesso<br>momento e accadrà qualcosa di bello!<hr>Eh eh eh...,"Si aspiras a dos o más a la vez,<br>quizá te lleves una buena sorpresa.<hr>Je, je...",İki veya daha fazlasını aynı anda<br>yakalarsan hoş bir sürpriz çıkabilir!<hr>Heh heh heh...
0x1839,"Are you done appreciating art<br>for today, <color=0003>Luigi</color>?",,"As-tu fini de méditer sur l'art<br>pour aujourd'hui, <color=0003>Luigi </color>?","Hast du deinen Hunger nach<br>Kunst für heute gestillt, <color=0003>Luigi</color>?","Hai ammirato già abbastanza<br>arte per oggi, <color=0003>Luigi</color>?","¿Se acabó el arte por hoy, <color=0003>Luigi</color>?","Bugünlük sanata yeterince<br>hayran kaldın mı, <color=0003>Luigi</color>?"
0x183A,Where am I?,,Où suis-je ?,Wo bin ich?,Dove sono?,¿Dónde estamos?,Neredeyim?
0x183B,Go back to the Lab.,,Retourner au labo.,Zurück zum Labor,Al laboratorio!,Volver al laboratorio.,Laboratuvara geri dön.
