Index,Label,English,French,German,Spanish,Italian,Dutch,Portuguese,Russian,Turkish,TR_Notes,Ref_MaxLines,Ref_MaxLinePx,Ref_MaxUtf16Bytes
1064,hat_pirate,Pirate Hat,Chapeau de pirate,Piratenhut,Sombrero pirata,Cappello da pirata,Piratenhoed,Chapéu de Pirata,Пиратская шляпа,Korsan Şapkası,,1,418,38
1065,hat_chief,Chef Hat,Toque de cuisinier,Kochmütze,Gorro de cocinero,Cappello da cuoco,Koksmuts,Chapéu de Cozinheiro,Колпак повара,Aşçı Şapkası,,1,504,42
1066,hat_demon,Devil Horns,Cornes de diablotin,Teufelshörner,Cuernos de diablo,Corna da diavolo,Duivelshoorntjes,Chifres Diabólicos,Рога черта,Şeytan Boynuzları,,1,443,40
1067,hat_flower,Sunflower,Tournesol,Sonnenblume,Girasol,Girasole,Zonnebloem,Girassol,Подсолнух,Ayçiçeği,,1,311,24
1068,hat_penguin,Penguin Hat,Chapeau pingouin,Pinguinmütze,Gorro pingüino,Cappello da pinguino,Pinguïnhoed,Chapéu de Pinguim,Шапка пингвина,Penguen Şapkası,,1,484,42
1069,hat_burger,Cheeseburger Hat,Chapeau cheeseburger,Cheeseburger-Hut,Gorro hamburguesa,Cappello cheeseburger,Cheeseburgerhoed,Chapéu de Hambúrguer,Шапка «гамбургер»,Çizburger Şapkası,,1,543,44
1070,hat_donkey,Donkey Kong Hat,Casque Donkey Kong,Donkey Kong-Helm,Casco Donkey Kong,Cappello da Donkey Kong,Donkey Kong-hoed,Chapéu de Donkey Kong,Шапка Донки Конга,Donkey Kong Şapkası,,1,590,48
1071,hat_peach,Peach's Crown,Perruque Peach,Peach-Perücke,Peluca de Peach,Parrucca da Peach,Peach-pruik,Coroa da Peach,Корона Пич,Peach’in Tacı,,1,430,36
1072,hat_packun,Piranha Plant,Plante Piranha,Piranha-Pflanze,Planta Piraña,Pianta Piranha,Piranha Plant,Planta Piranha,Растение-пиранья,Piranha Plant,,1,426,34
1073,hat_fox,Fox Hat,Chapeau Fox,Fox-Mütze,Gorro de Fox,Cappello da Fox,Fox-muts,Chapéu de Fox,Шапка лисы,Fox Şapkası,,1,367,32
1074,hat_soccer,Football Hat,Chapeau football,Fußballmütze,Gorro balón de fútbol,Cappello pallone,Voetbalhoed,Chapéu de Futebol,Шапка «мяч»,Futbol Topu Şapkası,,1,489,44
1075,hat_straw,Straw Hat,Chapeau de paille,Strohhut,Sombrero de paja,Cappello di paglia,Strohoed,Chapéu de Palha,Соломенная шляпа,Hasır Şapka,,1,441,38
1076,hat_kifujin,Floral Hat,Chapeau à fleurs,Blumenhut,Sombrero floral,Cappello floreale,Bloemenhoed,Chapéu Floral,Шляпа с цветами,Çiçekli Şapka,,1,398,36
1077,hat_bear,Bear Hat,Chapeau ours,Bärenmütze,Gorro osito,Cappello da orsetto,Berenmuts,Chapéu de Urso,Шапка медведя,Ayı Şapkası,,1,445,40
1078,hat_3ds,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,Nintendo 3DS,,1,319,26
1079,hat_hatenablock,? Block Hat,Chapeau bloc ?,?-Block-Hut,Gorro bloque ?,Cappello Blocco ?,?-blokhoed,Chapéu de Bloco ?,Шапка Блок «?»,? Bloğu Şapkası,,1,437,36
1080,hat_heyho,Shy Guy Mask,Masque Maskass,Shy Guy-Maske,Máscara de Shy Guy,Maschera da Tipo Timido,Shy Guy-masker,Máscara de Masquito,Маска Скромняги,Shy Guy Maskesi,,1,572,48
1081,hat_hibiscus,Hibiscus,Hibiscus,Hibiskus,Hibisco,Ibisco,Hibiscus,Hibisco,Гибискус,Hibiskus,,1,214,18
1082,hat_mini,Mini Top Hat,Mini haut-de-forme,Mini-Zylinder,Minichistera,Cappellino,Mini-hoge hoed,Minicartola,Мини-цилиндр,Mini Silindir Şapka,,1,439,38
1083,hat_ninja,Ninja Hood,Cagoule de ninja,Ninja-Kapuze,Capucha ninja,Cappuccio da ninja,Ninjamuts,Capuz de Ninja,Капюшон ниндзя,Ninja Başlığı,,1,438,38
1084,hat_panda,Panda Hat,Chapeau panda,Pandamütze,Gorro panda,Cappello da panda,Pandamuts,Chapéu de Panda,Шапка панды,Panda Şapkası,,1,427,36
1085,hat_ramen,Ramen Hat,Chapeau râmen,Ramen-Hut,Gorro ramen,Cappello zuppa,Noedelhoed,Chapéu de Ramen,Шапка «рамэн»,Ramen Şapkası,,1,417,32
1086,hat_softcream,Ice Cream Hat,Chapeau crème glacée,Eiscremehut,Gorro helado,Cappello gelato,Softijshoed,Chapéu de Gelado,Шапка «мороженое»,Dondurma Şapkası,,1,519,42
1087,hat_teresa,Boo Hat,Chapeau Boo,Buu Huu-Hut,Gorro de Boo,Cappello da Boo,Boo-muts,Chapéu de Bu,Шапка Привидения,Boo Şapkası,,1,444,34
1088,hat_triforce,Triforce Hat,Chapeau Triforce,Triforce-Hut,Gorro Trifuerza,Cappello da Triforza,Triforce-hoed,Chapéu de Triforce,Шапка трифорс,Triforce Şapkası,,1,457,42
1089,hat_wizard,Magic Hat,Chapeau de sorcier,Zaubererhut,Gorro de magia,Cappello da mago,Tovenaarshoed,Chapéu Mágico,Волшебная шляпа,Büyücü Şapkası,,1,443,38
1090,hat_yoshi,Yoshi Hat,Chapeau Yoshi,Yoshi-Hut,Gorro Yoshi,Cappello da Yoshi,Yoshi-muts,Chapéu de Yoshi,Шапка Йоши,Yoshi Şapkası,,1,408,36
1091,hat_wario,Wario's Cap,Casquette Wario,Wario-Mütze,Gorra de Wario,Cappello di Wario,Wario-pet,Boné do Wario,Кепка Варио,Wario’nun Şapkası,,1,400,36
1092,hat_cake,Cake Hat,Chapeau gâteau,Tortenmütze,Gorro pastel,Cappello torta,Cakehoed,Chapéu de Bolo,Шапка «торт»,Pasta Şapkası,,1,372,30
1093,hat_made,Lacy Headband,Coiffe en dentelle,Spitzenhaarband,Diadema de encaje,Fascia di pizzo,Kanten hoofdband,Bandolete com Laço,Кружевная наколка,Dantelli Saç Bandı,,1,465,38
1094,hat_morigami,Beehive Wig,Perruque de diva,Beehive-Perücke,Peluca colmena,Acconciatura ad alveare,Bijenkorfpruik,Peruca de Colmeia,Парик «улей»,Arı Kovanı Peruğu,,1,547,48
1095,hat_wanwan,Chomp Hat,Casque Chomp,Kettenhund-Helm,Casco Chomp,Cappello da Categnaccio,Chomp-hoed,Chapéu de Corrente-Dentada,Шапка Кусалкина,Chomp Şapkası,,1,670,54
1096,hat_horror,Horror Hat,Chapeau épouvante,Horrorhut,Gorro de terror,Cappello horror,Griezelhoed,Chapéu de Terror,Шапка ужасов,Korku Şapkası,,1,454,36
1097,hat_epona,Epona Hat,Chapeau Epona,Epona-Hut,Gorro de Epona,Cappello da Epona,Epona-hoed,Chapéu de Epona,Шапка Эпоны,Epona Şapkası,,1,430,36
1098,hat_daisy,Daisy's Crown,Perruque Daisy,Daisy-Perücke,Peluca de Daisy,Parrucca da Daisy,Daisy-pruik,Coroa da Daisy,Корона Дэйзи,Daisy’nin Tacı,,1,413,36
1099,hat_yoshiyellow,Yellow Yoshi Hat,Chapeau Yoshi jaune,Gelber Yoshi-Hut,Gorro Yoshi amarillo,Cappello da Yoshi giallo,Gele Yoshi-muts,Chapéu de Yoshi Amarelo,Желтая шапка Йоши,Sarı Yoshi Şapkası,,1,585,50
1100,hat_yoshiblue,Light-Blue Yoshi Hat,Chapeau Yoshi bleu ciel,Hellblauer Yoshi-Hut,Gorro Yoshi celeste,Cappello da Yoshi azzurro,Lichtblauwe Yoshi-muts,Chapéu de Yoshi Azul-Claro,Голубая шапка Йоши,Açık Mavi Yoshi Şapkası,,1,637,54
1101,hat_yoshipink,Pink Yoshi Hat,Chapeau Yoshi rose,Rosa Yoshi-Hut,Gorro Yoshi rosa,Cappello da Yoshi rosa,Roze Yoshi-muts,Chapéu de Yoshi Rosa,Розовая шапка Йоши,Pembe Yoshi Şapkası,,1,522,46
1102,hat_waluigi,Waluigi's Cap,Casquette Waluigi,Waluigi-Mütze,Gorra de Waluigi,Cappello di Waluigi,Waluigi-pet,Boné do Waluigi,Кепка Валуиджи,Waluigi’nin Şapkası,,1,435,40
1103,hat_pizza,Pizza Hat,Chapeau pizza,Pizzahut,Gorro pizza,Cappello pizza,Pizzahoed,Chapéu de Pizza,Шапка «пицца»,Pizza Şapkası,,1,380,32
1104,hat_hotdog,Hot Dog Hat,Chapeau hot-dog,Hotdog-Hut,Gorro perrito caliente,Cappello hot dog,Hotdog-hoed,Chapéu de Cachorro-Quente,Шапка «хот-дог»,Sosisli Şapkası,,1,656,52
1105,hat_gesso,Blooper Hat,Chapeau Bloups,Blooper-Hut,Gorro de Blooper,Cappello da Calamako,Blooper-hoed,Chapéu de Blooper,Шапка Блупера,Blooper Şapkası,,1,506,42
1106,hat_famicom,Famicom Hat,Chapeau Famicom,Famicom-Hut,Gorro Famicom,Cappello da Famicom,Famicom-hoed,Chapéu de Famicom,Шапка Famicom,Famicom Şapkası,,1,489,40
1107,hat_nes,NES Hat,Chapeau NES,NES-Hut,Gorro NES,Cappello da NES,NES-hoed,Chapéu de NES,Шапка NES,NES Şapkası,,1,382,32
1108,hat_barbara,Barbara the Bat Wig,Chapeau Barbara,Barbara the Bat-Hut,Peluca de Barbara,Cappello da Barbara the Bat,Barbara the Bat-pruik,Peruca de Barbara the Bat,Парик Барбары,Barbara Peruğu,Bağlam ve diğer resmî diller karşılaştırılarak doğal Türkçe için ayrıca gözden geçirildi.,1,643,56
1109,hat_updata,,,,,,,,,,,1,0,2
1110,hat_samurai,Samurai Wig,Postiche de samouraï,Samurai-Perücke,Peluca de samurái,Parrucchino da samurai,Samoeraipruik,Peruca de Samurai,Парик самурая,Samuray Peruğu,,1,539,46
1111,hat_foot,American Football Helmet,Casque de football américain,Football-Helm,Casco f. americano,Casco da football,American football-helm,Capacete de Futebol Americano,Спортивный шлем,Amerikan Futbolu Miğferi,,1,727,60
1112,hat_swimming,Swimming Cap,Bonnet de bain,Schwimmkappe,Gorro de natación,Cuffia da nuoto,Badmuts,Touca de Natação,Купальная шапочка,Yüzücü Bonesi,,1,455,36
1113,hat_tomato,Tomato Hat,Chapeau tomate,Tomatenmütze,Gorro tomate,Cappello pomodoro,Tomatenhoed,Chapéu de Tomate,Шапка «помидор»,Domates Şapkası,,1,446,36
1114,hat_darkking,Dark Lord Helmet,Casque maître des ténèbres,Helm des Fürsten,Rey de las Tinieblas,Elmo da Signore delle Tenebre,Duistere baron-helm,Capacete de Senhor das Trevas,Шлем Лорда тьмы,Karanlık Lord Miğferi,,1,723,60
1115,hat_darkking2,Dark Emperor Helmet,Casque roi des ténèbres,Helm des Kaisers,Rey de las Sombras,Elmo da Re delle Tenebre,Duistere keizer-helm,Capacete de Imperador das Trevas,Шлем Короля тьмы,Karanlık İmparator Miğferi,,1,791,66
1116,hat_prince,Prince's Crown,Perruque prince,Prinzenkrone,Corona de príncipe,Corona del principe,Prinsenkroon,Coroa de Príncipe,Корона принца,Prens Tacı,,1,447,40
1117,hat_princess,Princess's Crown,Perruque princesse,Prinzessinnendiadem,Corona de princesa,Corona della principessa,Prinsessenkroontje,Coroa de Princesa,Тиара принцессы,Prenses Tacı,,1,561,50
1118,prof_xx,,,,,,,,,,,1,0,2
1119,prof_dog,Dogs,Chien,Hunde,Perros,Cane,Honden,Cães,Собаки,Köpek,,1,178,14
1120,prof_cat,Cats,Chat,Katzen,Gatos,Gatto,Katten,Gatos,Кошки,Kedi,Bağlam diğer resmî dillerle karşılaştırıldı; İngilizcedeki genel kısa etiket Türkçede işlevine göre yerelleştirildi.,1,154,14
1121,prof_etc,(Other),Autre,...etwas anderes!,Otros,(qualcos'altro),(Overig),(Outros),(Другое),(Diğer),,1,392,36
1122,prof_secret,(Secret),Secret,...etwas Geheimes!,Secreto,(è un segreto!),(Geheim),(Segredo),(Секрет),(Gizli),,1,432,38
1123,prof_dream_long,Live long,Vivre longtemps,...lang leben!,Vivir mucho tiempo,vivere a lungo!,...lang leven!,viver muitos anos,...жить долго!,Uzun yaşamak,,1,435,38
1124,prof_dream_long_f,Live long,Vivre longtemps,...lang leben!,Vivir mucho tiempo,vivere a lungo!,...lang leven!,viver muitos anos,...жить долго!,Uzun yaşamak,,1,435,38
1125,prof_dream_rich,Get rich,Être riche,...reich sein!,Ser rico,diventare ricco!,...rijk worden!,ser rico,...разбогатеть!,Zengin olmak,,1,354,34
1126,prof_dream_rich_f,Get rich,Être riche,...reich sein!,Ser rica,diventare ricca!,...rijk worden!,ser rica,...разбогатеть!,Zengin olmak,,1,352,34
1127,prof_dream_space,Visit outer space,Aller dans l'espace,...ins All reisen!,Viajar por el espacio,andare nello spazio!,...door de ruimte reizen!,ir ao espaço,...слетать в космос!,Uzaya gitmek,,1,554,52
1128,prof_dream_space_f,Visit outer space,Aller dans l'espace,...ins All reisen!,Viajar por el espacio,andare nello spazio!,...door de ruimte reizen!,ir ao espaço,...слетать в космос!,Uzaya gitmek,,1,554,52
1129,prof_dream_marry,Get married,Me marier,...heiraten!,Casarme,sposarmi!,...trouwen!,casar-me,...жениться!,Evlenmek,,1,285,26
1130,prof_dream_marry_f,Get married,Me marier,...heiraten!,Casarme,sposarmi!,...trouwen!,casar-me,...выйти замуж!,Evlenmek,,1,366,32
1131,prof_dream_hero,Be a hero,Être un héros,...ein Held sein!,Ser un héroe,essere un eroe!,...een held zijn!,ser herói,...стать героем!,Kahraman olmak,,1,367,36
1132,prof_dream_hero_f,Be a hero,Être une héroïne,...eine Heldin sein!,Ser una heroína,essere un'eroina!,...een heldin worden!,ser heroína,...стать героиней!,Kahraman olmak,,1,486,44
1133,prof_dream_princess,Be a prince,Être un prince,...Prinz sein!,Ser un príncipe,essere un principe!,...een prins worden!,ser príncipe,...быть принцем!,Prens olmak,,1,460,42
1134,prof_dream_princess_f,Be a princess,Être une princesse,...Prinzessin sein!,Ser una princesa,essere una principessa!,...een prinses worden!,ser princesa,...быть принцессой!,Prenses olmak,,1,539,48
1135,prof_dream_sports,Be a pro athlete,Être un champion,...eine Goldmedaille!,Ganar una medalla,diventare un atleta!,...een topatleet worden!,ser atleta profissional,...быть спортсменом!,Profesyonel sporcu olmak,,1,547,50
1136,prof_dream_sports_f,Be a pro athlete,Être une championne,...eine Goldmedaille!,Ganar una medalla,diventare un'atleta!,...een topatlete worden!,ser atleta profissional,...быть спортсменкой!,Profesyonel sporcu olmak,,1,547,50
1137,prof_dream_magic,Be a wizard,Être magicien,...zaubern können!,Dominar la magia,saper fare magie!,...een tovenaar worden!,ser feiticeiro,...быть волшебником!,Büyücü olmak,,1,545,48
1138,prof_dream_magic_f,Be a witch,Être magicienne,...zaubern können!,Dominar la magia,saper fare magie!,...een heks worden!,ser bruxa,...быть волшебницей!,Cadı olmak,,1,502,42
1139,prof_dream_president,Run a company,Être chef d'entreprise,...Chef sein!,Dirigir una empresa,dirigere un'azienda!,...een eigen bedrijf runnen!,chefiar uma empresa,...быть начальником!,Şirket yönetmek,,1,625,58
1140,prof_dream_president_f,Run a company,Être chef d'entreprise,...Chefin sein!,Dirigir una empresa,dirigere un'azienda!,...een bedrijf runnen!,chefiar uma empresa,...быть начальником!,Şirket yönetmek,,1,492,46
1141,prof_dream_champ,Be a world champion,Conquérir le monde,...Weltmeister sein!,Ser campeón del mundo,diventare un campione!,...wereldkampioen worden!,ser campeão do mundo,...стать чемпионом мира!,Dünya şampiyonu olmak,,1,615,52
1142,prof_dream_champ_f,Be a world champion,Conquérir le monde,...Weltmeisterin sein!,Ser campeona del mundo,diventare una campionessa!,...wereldkampioene worden!,ser campeã do mundo,...стать чемпионкой мира!,Dünya şampiyonu olmak,,1,642,54
1143,prof_dream_star,Be a celebrity,Être une star,...berühmt sein!,Ser una estrella,diventare una celebrità!,...beroemd zijn!,ser uma celebridade,...быть знаменитым!,Ünlü olmak,,1,538,50
1144,prof_dream_star_f,Be a celebrity,Être une star,...berühmt sein!,Ser una estrella,diventare una celebrità!,...beroemd zijn!,ser uma celebridade,...быть знаменитой!,Ünlü olmak,,1,538,50
1145,prof_dream_love,Be popular,Être populaire,...ein Star sein!,Ser popular,essere affascinante!,...populair zijn!,ser popular,...быть популярным!,Popüler olmak,,1,477,42
1146,prof_dream_love_f,Be popular,Être populaire,...ein Star sein!,Ser popular,essere affascinante!,...populair zijn!,ser popular,...быть популярной!,Popüler olmak,,1,468,42
1147,prof_dream_big,Grow up,Être plus grand,...erwachsen sein!,Crecer mucho,diventare grande!,...volwassen worden!,crescer,...стать взрослым!,Büyümek,,1,480,42
1148,prof_dream_big_f,Grow up,Être plus grande,...erwachsen sein!,Crecer mucho,diventare grande!,...volwassen worden!,crescer,...стать взрослой!,Büyümek,,1,480,42
1149,prof_dream_fly,Fly like a bird,Avoir des ailes,...fliegen können!,Volar,saper volare come un uccellino!,...vliegen als een vogel!,voar como um pássaro,"...летать, как птица!",Kuş gibi uçmak,,1,726,64
1150,prof_dream_fly_f,Fly like a bird,Avoir des ailes,...fliegen können!,Volar,saper volare come un uccellino!,...vliegen als een vogel!,voar como um pássaro,"...летать, как птица!",Kuş gibi uçmak,,1,726,64
1151,prof_dream_master,Master an art,Être un grand artiste,...ein großer Künstler sein!,Ser un artista,diventare un grande artista!,...leren schilderen!,ser perito numa arte,...научиться рисовать!,Bir sanatın ustası olmak,,1,632,58
1152,prof_dream_master_f,Master an art,Être une grande artiste,...eine Kunst beherrschen!,Ser una artista,diventare una grande artista!,...leren schilderen!,ser perita numa arte,...научиться рисовать!,Bir sanatın ustası olmak,,1,659,60
1153,prof_dream_nice,Get fit,Avoir la forme,...fit sein!,Ponerme en forma,essere sempre in gran forma!,...fit worden!,ficar em forma,...быть здоровым!,Forma girmek,,1,667,58
1154,prof_dream_nice_f,Get fit,Avoir la forme,...durchtrainiert sein!,Ponerme en forma,essere sempre in gran forma!,...fit worden!,ficar em forma,...быть здоровой!,Forma girmek,,1,667,58
1155,prof_dream_supernatural,Gain super powers,Avoir des super-pouvoirs,...Kräfte haben wie ein Superheld!,Tener superpoderes,avere dei superpoteri!,...een superheld worden!,ser médium,...стать экстрасенсом!,Süper güçler kazanmak,,1,778,70
1156,prof_dream_supernatural_f,Gain super powers,Avoir des super-pouvoirs,...übernatürliche Kräfte haben!,Tener superpoderes,avere dei superpoteri!,...een superheldin worden!,ser médium,...стать экстрасенсом!,Süper güçler kazanmak,,1,701,64
1157,prof_hobby_drow,Drawing,Dessin,...Zeichnen!,Dibujar,disegnare!,...tekenen!,desenhar,...рисовать!,Çizim,,1,276,26
1158,prof_hobby_sports,Playing sports,Sport,...Mannschaftssport!,Hacer deporte,fare sport!,...sporten!,fazer desporto,...заниматься спортом!,Spor yapmak,,1,538,46
1159,prof_hobby_book,Reading,Lecture,...Lesen!,Leer,leggere!,...lezen!,ler,...читать!,Okumak,,1,217,22
1160,prof_hobby_camera,Taking photos,Photo,...Fotografieren!,Hacer fotos,fare foto!,...fotografie!,fotografar,...фотографировать!,Fotoğraf çekmek,,1,492,40
1161,prof_hobby_pet,Keeping pets,Animaux,...mein Haustier!,Cuidar animales,avere animali!,...huisdieren!,ter animais de estimação,...домашних животных!,Evcil hayvan beslemek,,1,564,50
