AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,BtlGuide_05_5,"<0E:0009:0000:0B00>Breng een <0E:0000:0003:2C64FFFF>flauwgevallen<0E:0000:0003:E6E6E6FF> broer bij door een
<0E:0000:0003:2C64FFFF>1UP-paddenstoel<0E:0000:0003:E6E6E6FF> te gebruiken.","<0E:0009:0000:0B00>If Mario or Luigi <0E:0000:0003:2C64FFFF>faint <0E:0000:0003:E6E6E6FF>during battle, use a
<0E:0000:0003:2C64FFFF>1-Up Mushroom<0E:0000:0003:E6E6E6FF> to help them recover.","<0E:0009:0000:0B00>Sauf s'il a <0E:0000:0003:2C64FFFF>perdu connaissance<0E:0000:0003:E6E6E6FF>, auquel cas
il faudra lui administrer un <0E:0000:0003:2C64FFFF>champi 1UP<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>1-Up-Pilze <0E:0000:0003:E6E6E6FF>verhelfen einem <0E:0000:0003:2C64FFFF>ohnmächtigen<0E:0000:0003:E6E6E6FF>
Charakter wieder auf die Beine.","<0E:0009:0000:0B00>Se Mario o Luigi <0E:0000:0003:2C64FFFF>svengono<0E:0000:0003:E6E6E6FF> in battaglia,
usa un <0E:0000:0003:2C64FFFF>fungo 1-UP<0E:0000:0003:E6E6E6FF> per farli recuperare.","<0E:0009:0000:0B00>Si uno de los dos cae <0E:0000:0003:2C64FFFF>inconsciente<0E:0000:0003:E6E6E6FF>, el otro
puede seleccionar el bloque <0E:0000:0003:2C64FFFF>Objeto<0E:0000:0003:E6E6E6FF> y usar
un <0E:0000:0003:2C64FFFF>champiñón vida extra<0E:0000:0003:E6E6E6FF> para que se recupere.","<0E:0009:0000:0B00>Mario veya Luigi savaşta <0E:0000:0003:2C64FFFF>bayılırsa <0E:0000:0003:E6E6E6FF>onu ayağa
kaldırmak için <0E:0000:0003:2C64FFFF>1-Up Mantarı<0E:0000:0003:E6E6E6FF> kullan."
,BtlGuide_15,<0E:0009:0000:0C00>Makkelijke aanvalsstand,<0E:0009:0000:0C00>Easy Attack Mode,<0E:0009:0000:0C00>Mode d'attaque facile,<0E:0009:0000:0C00>Leichter-Angriff-Modus,<0E:0009:0000:0C00>Modalità Attacco facile,<0E:0009:0000:0C00>Modo de ataque fácil,<0E:0009:0000:0C00>Kolay Saldırı Modu
,FldGuide_05,<0E:0009:0000:0C00>De kaart,<0E:0009:0000:0C00>The Map,<0E:0009:0000:0C00>Carte,<0E:0009:0000:0C00>Karte,<0E:0009:0000:0C00>Mappa,<0E:0009:0000:0C00>El mapa,<0E:0009:0000:0C00>Harita
,menu_scenario_next_31,"<0E:0009:0000:0600>Gebruik de kaart om de fragmenten te vinden.
Kijk eens recht boven het kasteel!","<0E:0009:0000:0600>Use the map to look for Beanstar pieces.
It seems to be right above the castle...","<0E:0009:0000:0600>Scrutez la carte pour trouver le prochain
fragment... Il doit être juste au-dessus
du château...","<0E:0009:0000:0600>Finde die Sternbohnen-Fragmente! Irgendwo
oberhalb des Schlosses könnte eins sein!","<0E:0009:0000:0600>Usa la mappa per trovare gli altri pezzi di
Fagiolo Stella. Uno è sopra il castello...","<0E:0009:0000:0600>Usar el mapa es vital para dar con el
siguiente trozo. Parece que está justo
encima del castillo...","<0E:0009:0000:0600>Fasulya Yıldızı parçalarını haritadan ara.
Biri şatonun hemen yukarısında gibi..."
,BtlGuide_05_6,"<0E:0009:0000:0B00>Als je voorwerpen gebruikt, neemt je voorraad
af. Je kunt nieuwe verkrijgen door vijanden te
verslaan of door ze in winkels te kopen.","<0E:0009:0000:0B00>Using items will eat into your supplies.
You can acquire more items by defeating
enemies or by purchasing them at shops.","<0E:0009:0000:0B00>Les objets peuvent être achetés dans les
boutiques ou obtenus à l'issue d'un combat.
Ne montez pas à l'assaut sans eux !","<0E:0009:0000:0B00>Du kannst Items in Läden erwerben oder sie
durch das Besiegen von Gegnern erhalten.
Ziehe stets mit genügend Items in den Kampf!","<0E:0009:0000:0B00>Usare strumenti potrebbe dare fondo alle tue
scorte. Reintegrale sconfiggendo nemici o
acquistando strumenti nei negozi.","<0E:0009:0000:0B00>Los objetos se gastan al usarlos. Podrás
conseguir más al derrotar enemigos.
También podrás comprarlos en las tiendas.","<0E:0009:0000:0B00>Eşya kullandıkça stokun azalır. Yeni eşyaları
düşmanları yenerek veya dükkanlardan
satın alarak edinebilirsin."
,BtlGuide_12_0,"<0E:0009:0000:0B00>Houd <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> ingedrukt tijdens vijandelijke
aanvallen om ze af te weren en zo minder
schade op te lopen.","<0E:0009:0000:0B00>Hold down the <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>Button during enemy attacks
to guard. This will decrease the amount of
damage you receive.","<0E:0009:0000:0B00>Maintenez <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>enfoncé pendant une attaque
pour réduire les dégâts encaissés.","<0E:0009:0000:0B00>Halte, während deine Charaktere
angegriffen werden, <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>gedrückt,
um den Schaden zu minimieren.","<0E:0009:0000:0B00>Tieni premuto <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> durante un attacco nemico
per difenderti. Questo ridurrà l'ammontare
di danni che subirai.","<0E:0009:0000:0B00>Mantén pulsado <0E:0000:0003:2C64FFFF><0E:0000:0003:E6E6E6FF> durante los ataques para
protegerte y así reducir el daño recibido.","<0E:0009:0000:0B00>Düşman saldırıları sırasında <0E:0000:0003:2C64FFFF> <0E:0000:0003:E6E6E6FF>Düğmesini
basılı tutarak savun. Böylece aldığın
hasar azalır."
,BtlGuide_16,<0E:0009:0000:0C00>Hameraanvallen,<0E:0009:0000:0C00>HAMMER Attacks,<0E:0009:0000:0C00>Marteau offensif,<0E:0009:0000:0C00>Hammer-Attacken,<0E:0009:0000:0C00>Attacchi Martello,<0E:0009:0000:0C00>Ataques martillo,<0E:0009:0000:0C00>ÇEKİÇ Saldırıları
,FldGuide_06,<0E:0009:0000:0C00>Bewegen,<0E:0009:0000:0C00>Character Movement,<0E:0009:0000:0C00>Déplacer les personnages,<0E:0009:0000:0C00>Charaktere bewegen,<0E:0009:0000:0C00>Movimenti dei personaggi,<0E:0009:0000:0C00>Moverse,<0E:0009:0000:0C00>Karakter Hareketi
,SoloHammer_L_00,<0E:0009:0000:0C00>HAMER,<0E:0009:0000:0C00>HAMMER,<0E:0009:0000:0C00>Marteau,<0E:0009:0000:0C00>Hammer,<0E:0009:0000:0C00>Martello,<0E:0009:0000:0C00>Martillo,<0E:0009:0000:0C00>ÇEKİÇ
,menu_scenario_next_32,"<0E:0009:0000:0600>Gebruik de kaart om de fragmenten te vinden.
Kijk eens in de buurt van de luchthaven.","<0E:0009:0000:0600>Use the map to look for Beanstar pieces.
Maybe it's close to the airport entrance?","<0E:0009:0000:0600>Consultez la carte pour trouver le prochain
fragment... Peut-être à l'entrée de l'aéroport ?","<0E:0009:0000:0600>Finde die Sternbohnen-Fragmente! Am Eingang
vom Flughafen könnte es eins geben!","<0E:0009:0000:0600>Usa la mappa per trovare gli altri pezzi
di Fagiolo Stella. Ce ne sarà uno vicino
all'entrata dell'Aeroporto?","<0E:0009:0000:0600>Usar el mapa es vital para dar con el
siguiente trozo. Puede que esté cerca
de la entrada del aeropuerto...","<0E:0009:0000:0600>Fasulya Yıldızı parçalarını haritadan ara.
Havaalanı girişine yakın olabilir mi?"
,BtlGuide_03_0,"<0E:0009:0000:0B00>Kies <0E:0000:0003:2C64FFFF>Sprong<0E:0000:0003:E6E6E6FF> om op vijanden te springen
en ze zo schade toe te brengen.","<0E:0009:0000:0B00>Select <0E:0000:0003:2C64FFFF>JUMP <0E:0000:0003:E6E6E6FF>to stomp on an enemy
and inflict damage.","<0E:0009:0000:0B00>Sélectionnez <0E:0000:0003:2C64FFFF>Saut<0E:0000:0003:E6E6E6FF> pour infliger des dégâts
à un ennemi en lui sautant dessus.","<0E:0009:0000:0B00>Wähle <0E:0000:0003:2C64FFFF>Sprung<0E:0000:0003:E6E6E6FF>, um einem Gegner Schaden
zuzufügen, indem du von oben auf ihn
draufspringst.","<0E:0009:0000:0B00>Seleziona <0E:0000:0003:2C64FFFF>SALTO <0E:0000:0003:E6E6E6FF>per infliggere danni
ai nemici calpestandoli.","<0E:0009:0000:0B00>Selecciona <0E:0000:0003:2C64FFFF>Salto<0E:0000:0003:E6E6E6FF> para infligirle daño
a un enemigo con un tremendo pisotón.",<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>ZIPLAMA <0E:0000:0003:E6E6E6FF>seçerek düşmanın üstüne basıp hasar ver.
,BtlGuide_05_7,"<0E:0009:0000:0B00>Als je een sterke vijand tegenkomt die je niet
kunt verslaan, gebruik dan het <0E:0000:0003:2C64FFFF>vluchten<0E:0000:0003:E6E6E6FF>-blok
om ervandoor te gaan. Als je vaak wegrent,
word je niet sterker.","<0E:0009:0000:0B00>If you encounter a foe that you can't defeat,
use the <0E:0000:0003:2C64FFFF>Run <0E:0000:0003:E6E6E6FF>block to flee. Run too often,
however, and your team won't get stronger!","<0E:0009:0000:0B00>Le bloc <0E:0000:0003:2C64FFFF>Fuite<0E:0000:0003:E6E6E6FF> est très utile si un combat tourne
mal, mais utilisez-le avec parcimonie : fuir ne
vous octroie pas de points d'expérience.","<0E:0009:0000:0B00>Missfällt dir der Kampfverlauf? Dann wähle den
<0E:0000:0003:2C64FFFF>Flucht<0E:0000:0003:E6E6E6FF>-Block, um zu entkommen. Handle aber mit
Bedacht, denn Fliehen bringt keine Erfahrung.","<0E:0009:0000:0B00>Se incontri un nemico che non riesci a battere,
usa il blocco <0E:0000:0003:2C64FFFF>Scappa <0E:0000:0003:E6E6E6FF>per fuggire. Non usarlo
troppo spesso, però, o non potrai rafforzarti!","<0E:0009:0000:0B00>Si te enfrentas a un enemigo al que no puedas
derrotar, usa el bloque <0E:0000:0003:2C64FFFF>Huir<0E:0000:0003:E6E6E6FF>, pero no lo hagas
a menudo: ¡sin experiencia no subirás de nivel!","<0E:0009:0000:0B00>Yenemediğin bir düşmanla karşılaşırsan <0E:0000:0003:2C64FFFF>Kaç
<0E:0000:0003:E6E6E6FF>bloğunu kullan. Ama sürekli kaçarsan ekibin
güçlenemez!"
,BtlGuide_12_1,"<0E:0009:0000:0B00>Alle aanvallen kunnen ontweken worden, dus
je hebt de noodafweer eigenlijk nooit nodig.
Als je zeker bent van je zaak kun je een
aanval ontwijken.","<0E:0009:0000:0B00>All monster attacks can be avoided, so there is
no need to use Emergency Guard if you are
confident you can dodge in time.","<0E:0009:0000:0B00>Cependant, cette méthode ne permet que de
limiter les dégâts, tandis qu'une esquive
réussie permet de n'en encaisser aucun.","<0E:0009:0000:0B00>Faustregel: Es besser ist, einem gegnerischen
Angriff vollständig auszuweichen, als den
Abwehrreflex aus dem Ärmel zu ziehen.","<0E:0009:0000:0B00>Tutti gli attacchi nemici possono essere
evitati, quindi non serve usare la difesa
d'emergenza, se pensi di poterli schivare.","<0E:0009:0000:0B00>Siempre es posible evitar los ataques
enemigos, así que es mejor no usar
el bloqueo resignado si te ves capaz
de esquivar a tiempo.","<0E:0009:0000:0B00>Bütün canavar saldırılarından kaçılabilir.
Zamanında kaçabileceğine güveniyorsan
Acil Savunma kullanmana gerek yok."
,BtlGuide_17,<0E:0009:0000:0C00>Hamerafweer,<0E:0009:0000:0C00>HAMMER Guard,<0E:0009:0000:0C00>Marteau défensif,<0E:0009:0000:0C00>Hammer-Verteidigung,<0E:0009:0000:0C00>Martellata difensiva,<0E:0009:0000:0C00>Martillo defensa,<0E:0009:0000:0C00>ÇEKİÇ Savunması
,FldGuide_07,<0E:0009:0000:0C00>Besturing,<0E:0009:0000:0C00>Character Controls,<0E:0009:0000:0C00>Boutons assignés aux personnages,<0E:0009:0000:0C00>Charakter-Knöpfe,<0E:0009:0000:0C00>Comandi dei personaggi,<0E:0009:0000:0C00>Botones de los personajes,<0E:0009:0000:0C00>Karakter Kontrolleri
,menu_record_escape_num,<0E:0009:0000:0600>Aantal keer gevlucht,<0E:0009:0000:0600>Battles Fled,<0E:0009:0000:0600>Batailles abandonnées,<0E:0009:0000:0600>Kampfabbrüche,<0E:0009:0000:0600>Scontri abbandonati,<0E:0009:0000:0600>Huidas,<0E:0009:0000:0600>Kaçılan Savaşlar
,menu_scenario_next_33,"<0E:0009:0000:0600>Gebruik de kaart om de fragmenten te vinden.
Er is er een in het bos gevallen.","<0E:0009:0000:0600>Use the map to look for Beanstar pieces.
It looks like it fell into the forest...","<0E:0009:0000:0600>Votre carte vous aidera à trouver le prochain
fragment... Avez-vous cherché dans la forêt ?","<0E:0009:0000:0600>Finde die Sternbohnen-Fragmente! Eins scheint
in den Wald gefallen zu sein...","<0E:0009:0000:0600>Usa la mappa per trovare gli altri pezzi di
Fagiolo Stella. Uno è caduto nel bosco...","<0E:0009:0000:0600>Usar el mapa es vital para dar con
el siguiente trozo. A lo mejor está
en el bosque...","<0E:0009:0000:0600>Fasulya Yıldızı parçalarını haritadan ara.
Biri ormana düşmüş gibi..."
,menu_setting_ruby,<0E:0009:0000:0500>Ruby-weergave,<0E:0009:0000:0500>Rubi Display,<0E:0009:0000:0500>Affichage des furigana,<0E:0009:0000:0500>Rubi Display,<0E:0009:0000:0500>Rubi Display,<0E:0009:0000:0500>Menú Rubí,<0E:0009:0000:0500>Furigana Gösterimi
,BtlGuide_03_1,"<0E:0009:0000:0B00>Dit type aanval is heel effectief
tegen vliegende vijanden.","<0E:0009:0000:0B00>This type of attack is especially
effective against flying units.","<0E:0009:0000:0B00>Cette attaque est particulièrement
efficace contre les ennemis volants.","<0E:0009:0000:0B00>Dieser Angriff eignet sich hervorragend für den
Einsatz gegen fliegende Einheiten.","<0E:0009:0000:0B00>È un tipo di attacco particolarmente
efficace contro i nemici volanti.","<0E:0009:0000:0B00>Este tipo de ataque es especialmente
efectivo contra unidades voladoras.","<0E:0009:0000:0B00>Bu saldırı türü özellikle uçan
düşmanlara karşı etkilidir."
,BtlGuide_12_2,"<0E:0009:0000:0B00>Gebruik de noodafweer alleen bij aanvallen
waarvan je niet zeker weet of je ze wel kunt
ontwijken.","<0E:0009:0000:0B00>Try using Emergency Guard for enemy attacks
that you don't think you can otherwise avoid.","<0E:0009:0000:0B00>N'utilisez donc la parade d'urgence qu'en
dernier recours, si l'attaque ennemie paraît
inévitable.","<0E:0009:0000:0B00>Fällt es dir jedoch schwer, einem Angriff
auszuweichen, dann ist der Abwehrreflex
ein äußerst praktischer Notnagel!","<0E:0009:0000:0B00>Cerca di usare la difesa d'emergenza
contro gli attacchi che non credi
di essere in grado di evitare.","<0E:0009:0000:0B00>Usa el bloqueo resignado solo frente a ataques
que no te veas capaz de evitar de otra manera.","<0E:0009:0000:0B00>Başka türlü kaçamayacağını düşündüğün
düşman saldırılarında Acil Savunma'yı dene."
,BtlGuide_18,<0E:0009:0000:0C00>Handaanvallen,<0E:0009:0000:0C00>HAND Attacks,<0E:0009:0000:0C00>Attaques : main,<0E:0009:0000:0C00>Hand-Attacken,<0E:0009:0000:0C00>Azione Mano,<0E:0009:0000:0C00>Ataques mano,<0E:0009:0000:0C00>EL Saldırıları
,FldGuide_08,<0E:0009:0000:0C00>Stempels,<0E:0009:0000:0C00>Stamps,<0E:0009:0000:0C00>Tampons,<0E:0009:0000:0C00>Stempel,<0E:0009:0000:0C00>Timbri,<0E:0009:0000:0C00>Sellos,<0E:0009:0000:0C00>Damgalar
,menu_load_1,<0E:0009:0000:0C00>Wil je dit bestand wissen?,<0E:0009:0000:0C00>Delete this file?,<0E:0009:0000:0C00>Effacer ce fichier ?,<0E:0009:0000:0C00>Möchtest du diesen Spielstand löschen?,<0E:0009:0000:0C00>Vuoi cancellare questo file?,<0E:0009:0000:0C00>¿Quieres borrar estos datos?,<0E:0009:0000:0C00>Bu dosya silinsin mi?
,menu_scenario_next_34,"<0E:0009:0000:0600>Verzamel de <0E:0000:0003:2C64FFFF>neon-eieren <0E:0000:0003:373737FF>die de eigenaar
van het Yoshi-theater wil hebben.","<0E:0009:0000:0600>Collect the <0E:0000:0003:2C64FFFF>Neon Eggs <0E:0000:0003:373737FF>that the owner
of Yoshi Theater requested of you.","<0E:0009:0000:0600>Récupérez les <0E:0000:0003:2C64FFFF>œufs néon<0E:0000:0003:373737FF> que le propriétaire
du Cinéma Yoshi a réclamés.","<0E:0009:0000:0600>Sammle die <0E:0000:0003:2C64FFFF>Neoneier<0E:0000:0003:373737FF>, die der Besitzer des
Yoshi-Theaters von dir haben möchte.","<0E:0009:0000:0600>Raccogli le <0E:0000:0003:2C64FFFF>Uova Neon <0E:0000:0003:373737FF>che ti sono state
richieste dal proprietario del Teatro Yoshi.","<0E:0009:0000:0600>Hay que reunir los <0E:0000:0003:2C64FFFF>huevos neón <0E:0000:0003:373737FF>que el dueño
del cine ha pedido.",<0E:0009:0000:0600>Yoshi Tiyatrosu sahibinin istediği <0E:0000:0003:2C64FFFF>Neon Yumurtaları <0E:0000:0003:373737FF>topla.
,BtlGuide_19,<0E:0009:0000:0C00>Aandoeningen,<0E:0009:0000:0C00>Status Effects,<0E:0009:0000:0C00>Altérations de statut,<0E:0009:0000:0C00>Statuseffekte,<0E:0009:0000:0C00>Alterazioni di stato,<0E:0009:0000:0C00>Estados alterados,<0E:0009:0000:0C00>Durum Etkileri
,FldGuide_09,<0E:0009:0000:0C00>Stempels,<0E:0009:0000:0C00>Stamps,<0E:0009:0000:0C00>Tampons,<0E:0009:0000:0C00>Stempel,<0E:0009:0000:0C00>Timbri,<0E:0009:0000:0C00>Sellos,<0E:0009:0000:0C00>Damgalar
,menu_bgm_title_30,<0E:0009:0000:0C00>We mogen niet verliezen!,<0E:0009:0000:0C00>We Can't Lose!,"<0E:0009:0000:0C00>La défaite, connais pas !",<0E:0009:0000:0C00>Wir? Verlieren? Pah!,<0E:0009:0000:0C00>Non perderemo mai!,<0E:0009:0000:0C00>No podemos perder,<0E:0009:0000:0C00>Kaybetmek Yok!
,menu_load_2,"<0E:0009:0000:0C00>Eenmaal gewiste gegevens kunnen
niet teruggehaald worden. Weet je
zeker dat je de gegevens wilt wissen?","<0E:0009:0000:0C00>Deleted game data cannot be restored.
Are you sure you want to delete?","<0E:0009:0000:0C00>Les données de jeu effacées ne peuvent
pas être récupérées. Continuer ?","<0E:0009:0000:0C00>Gelöschte Daten können nicht wieder-
hergestellt werden. Trotzdem löschen?","<0E:0009:0000:0C00>I dati di gioco cancellati non potranno
essere recuperati. Vuoi proseguire?","<0E:0009:0000:0C00>No podrás recuperar los datos
que borres. ¿Quieres continuar?","<0E:0009:0000:0C00>Silinen oyun verileri geri getirilemez.
Silmek istediğine emin misin?"
,menu_scenario_next_35,"<0E:0009:0000:0600>Voltooi de Spletsplosie-meesterwerken
die Roderik wil hebben.","<0E:0009:0000:0600>Complete the Splart masterpieces
that Harhall requested of you.","<0E:0009:0000:0600>Exécutez des chefs-d'œuvre de teinture
pour le compte de Quiahare.","<0E:0009:0000:0600>Vollende die Pumpendesigns,
die Kal Aua von dir haben möchte.","<0E:0009:0000:0600>Completa i capolavori che Versaccio
ti ha commissionato.","<0E:0009:0000:0600>Realiza las obras maestras que
te ha encargado Cosquillas.","<0E:0009:0000:0600>Harhall'ın istediği Splart şaheserlerini
tamamla."
,menu_bgm_title_31,<0E:0009:0000:0C00>Het fantastische duo,<0E:0009:0000:0C00>The Marvelous Duo,<0E:0009:0000:0C00>Duo d'élite,<0E:0009:0000:0C00>Die zauberhaften Zwei,<0E:0009:0000:0C00>Il mirabolante duo,<0E:0009:0000:0C00>El dúo maravilla,<0E:0009:0000:0C00>Muhteşem İkili
,menu_equip_tuto,"<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Er zijn drie soorten uitrusting: uitrusting
die alleen Mario kan dragen, uitrusting die
alleen Luigi kan dragen, en uitrusting die
beiden kunnen dragen.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>There are three types of Gear: the kind that
only Mario can wear, the stuff that's just for
Luigi, and the goods that either can wear.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Certaines pièces d'équipement peuvent
être utilisées par Mario ou Luigi, d'autres
uniquement par Mario et d'autres encore
uniquement par Luigi.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Es gibt drei Ausrüstungsarten: für Mario,
für Luigi und für beide.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>L'equipaggiamento può essere di tre tipi:
oggetti solo per Mario, solo per Luigi o che
possono usare entrambi.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Existe equipo de tres tipos,
dependiendo de si puede llevarlo
Mario, Luigi o ambos indistintamente.<0E:0002:0000:1E00><0E:0002:0001:>","<0E:0009:0000:0C00><0E:0001:0001:><0E:0005:0000:>Üç tür Ekipman vardır: yalnızca Mario'nun
takabildikleri, yalnızca Luigi'nin takabildikleri
ve ikisinin de kullanabildikleri.<0E:0002:0000:1E00><0E:0002:0001:>"
,menu_load_3,<0E:0009:0000:0C00>Bezig met het wissen van de gegevens...,<0E:0009:0000:0C00>Deleting data...,<0E:0009:0000:0C00>Effacement des données...,<0E:0009:0000:0C00>Speicherdaten werden gelöscht...,<0E:0009:0000:0C00>Eliminazione dati in corso...,<0E:0009:0000:0C00>Borrando los datos...,<0E:0009:0000:0C00>Veriler siliniyor...
,menu_scenario_next_36,"<0E:0009:0000:0600>Neem het pad waar de Wulken
toestemming voor hebben gegeven.","<0E:0009:0000:0600>Take the path that is only for those
approved by the Winkles.","<0E:0009:0000:0600>Empruntez la voie réservée
aux invités de la tribu escargot.","<0E:0009:0000:0600>Folge dem Pfad, den nur betreten darf, wer von
den Kriechen für würdig befunden wurde.","<0E:0009:0000:0600>Prendi il sentiero aperto solo a chi è stato
riconosciuto dalla Tribù delle Lumache.","<0E:0009:0000:0600>Mario y Luigi deben seguir el camino
reservado exclusivamente a los invitados
de la tribu caracol.","<0E:0009:0000:0600>Yalnızca Salyangozların onayladığı kişilere
açılan yoldan ilerle."
,menu_bgm_title_32,<0E:0009:0000:0C00>Tijd om dit te beëindigen!,<0E:0009:0000:0C00>Time to Settle This!,<0E:0009:0000:0C00>Finissons-en !,<0E:0009:0000:0C00>Ein für alle Male!,<0E:0009:0000:0C00>È giunta la resa dei conti!,<0E:0009:0000:0C00>Esto lo resolvemos aquí y ahora,<0E:0009:0000:0C00>Bu İşi Bitirme Zamanı!
,menu_load_4,<0E:0009:0000:0C00>Wil je dit bestand kopiëren?,<0E:0009:0000:0C00>Copy this file?,<0E:0009:0000:0C00>Copier ce fichier ?,<0E:0009:0000:0C00>Möchtest du diesen Spielstand kopieren?,<0E:0009:0000:0C00>Vuoi copiare questo file?,<0E:0009:0000:0C00>¿Quieres copiar estos datos?,<0E:0009:0000:0C00>Bu dosya kopyalansın mı?
,menu_scenario_next_37,"<0E:0009:0000:0600>Ga naar de Booningin. Ze wacht
in het Booninklijk kasteel.","<0E:0009:0000:0600>Head to where Queen Bean awaits
in Beanbean Castle.","<0E:0009:0000:0600>Rejoignez la Reine Végélia
dans le Château de Végésia.","<0E:0009:0000:0600>Suche Königin Mamella auf, die im
Schloss wartet.","<0E:0009:0000:0600>Vai al Castello di Fagiolandia, dove
ti aspetta la Regina Fagiolona.","<0E:0009:0000:0600>La reina Haba espera impaciente en el Castillo
Judía. Los hermanos parten hacia allá.","<0E:0009:0000:0600>Fasulya Kalesi'nde seni bekleyen
Kraliçe Fasulye'nin yanına git."
,BrosAtk_07_A_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>als Luigi zijn hamer boven zijn
hoofd houdt. Mario wordt dan kleine Mario!","<0E:0009:0000:0B00>Press <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>when Luigi swings his Hammer over
his head. Mario will become Mini Mario!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>lorsque Luigi tient
son marteau au-dessus de la tête
pour transformer Mario en Petit Mario !","<0E:0009:0000:0B00>Drücke <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, wenn Luigi den Hammer über seinen
Kopf schwingt, um Mario klein zu machen.","<0E:0009:0000:0B00>Premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>quando Luigi avrà sollevato il Martello
sopra la testa. Mario diventerà Piccolo Mario!","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>cuando Luigi tenga el martillo
por encima de la cabeza. Mario, por su parte,
se transformará en Peque Mario.","<0E:0009:0000:0B00>Luigi Çekicini başının üstünde savururken <0E:0000:0003:00BB27FF>
<0E:0000:0003:E6E6E6FF>tuşuna bas. Mario, Mini Mario'ya dönüşür!"
